Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,predicate,object,30,0.6033670033670034,17,0.4444444444444444,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
instance of,person,has_surname,,27,0.49242424242424243,0,0.0,0.0,0.0
instance of,person,has_first_name,,40,0.5692640692640693,0,0.0,0.0,0.0
instance of,person,has_occupation,,24,0.38311688311688313,0,0.0,0.0,0.0
instance of,person,has_age,,33,0.45598845598845594,0,0.0,0.0,0.0
instance of,person,has_name,,32,0.537878787878788,0,0.0,0.0,0.0
hassex,male,predicate,object,27,0.4259259259259259,20,0.47222222222222215,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hassex,male,has_surname,,59,0.6767676767676768,0,0.0,0.0,0.0
hassex,male,has_first_name,,50,0.6507936507936508,0,0.0,0.0,0.0
hassex,male,has_occupation,,30,0.5714285714285715,0,0.0,0.0,0.0
hassex,male,has_age,,62,0.8222222222222222,0,0.0,0.0,0.0
hassex,male,has_name,,57,0.8055555555555556,0,0.0,0.0,0.0
hasparticipantrole,child,predicate,object,52,0.5,18,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,child,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,child,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,child,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,child,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,child,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,deceased person,predicate,object,52,0.5,19,0.48888888888888893,0.0,0.0
hasparticipantrole,deceased person,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_age,,40,0.5978835978835978,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_name,,38,0.5675925925925926,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_surname,,41,0.6274651274651274,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_first_name,,44,0.6772486772486772,0,0.0,0.0,0.0
hasparticipantrole,deceased person,has_occupation,,50,0.6566137566137565,0,0.0,0.0,0.0
