Redoshi	a	wikibase:Item
Redoshi	wdt:P31	wd:Q5
Redoshi	sex or gender	female
Redoshi	date of death	"1937-01-01T00:00:00Z"^^xsd:dateTime
Redoshi	image	<http://commons.wikimedia.org/wiki/Special:FilePath/Redoshi%20%28Sally%20Smith%29%20in%20The%20Negro%20Farmer%20%281938%29.jpg>
Redoshi	date of birth	"1848-01-01T00:00:00Z"^^xsd:dateTime
Redoshi	occupation	farmer
Redoshi	on focus list of Wikimedia project	WikiProject Human Rights
Redoshi	on focus list of Wikimedia project	WikiProject African diaspora
Redoshi	social classification	enslaved person
Redoshi	place of birth	Slave Coast
Redoshi	Google Knowledge Graph ID	"/g/11fkqz6vyd"
Redoshi	Commons category	"Redoshi"
Redoshi	WikiTree person ID	"Smith-266900"
Redoshi	rdfs:label	"Redoshi"@en
