Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is the,ontology based on the text in the form of the module relations:,47,0.6767676767676768,12,0.41005291005291,0.0,0.0,0.90687215,0.90687215,0.90687215,0.78467166,0.8435004,0.8130232
instance of,person,is the ontology based on the text in the form of the module,relations:,26,0.5457969525766136,38,0.6055555555555555,0.0833247129618516,0.0,0.80553895,0.84369314,0.82417464,0.9217765,0.95173705,0.93651724
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,jordan winston early,32,0.537878787878788,31,0.4555555555555555,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7696607,0.8597644,0.81222135
instance of,person,winston,"early, 'jordan winston early')",56,0.7453102453102454,28,0.6,0.0,0.0,0.7974745,0.87186456,0.833012,0.77518487,0.85905707,0.81496876
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,early,27,0.4924242424242424,36,0.5777777777777778,0.0,0.0,0.76556545,0.8276005,0.7953752,0.99922776,0.99922776,0.99922776
instance of,person,winston,"early, 'early')",56,0.7453102453102454,19,0.4888888888888889,0.0,0.0,0.7974745,0.87186456,0.833012,0.7752739,0.8412508,0.806916
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,jordan,40,0.5692640692640693,33,0.5555555555555555,0.0,0.0,0.7667884,0.8280858,0.7962592,0.8123261,0.9262419,0.86555195
instance of,person,winston,"early, 'jordan')",56,0.7453102453102454,36,0.5625,0.0,0.0,0.7974745,0.87186456,0.833012,0.75711507,0.81693566,0.7858887
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0,0.7463142,0.84430754,0.79229236,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type_to,slave,30,0.5269480519480519,18,0.0,0.0,0.0,0.7463142,0.84430754,0.79229236,0.9992676,0.9992676,0.9992676
instance of,person,winston,"early, 'slave')",56,0.7453102453102454,29,0.5666666666666667,0.0,0.0,0.7974745,0.87186456,0.833012,0.7637094,0.83016455,0.7955516
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,bwril nate,34,0.5798460798460798,25,0.5111111111111111,0.0,0.0,0.7762902,0.87525815,0.82280886,0.76217616,0.8792462,0.8165363
instance of,person,winston,"early, 'bwril nate')",56,0.7453102453102454,23,0.5499999999999999,0.0,0.0,0.7974745,0.87186456,0.833012,0.7570934,0.85090935,0.80126464
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,male,22,0.4559884559884559,20,0.4722222222222221,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9931364,0.9931364,0.9931364
instance of,person,winston,"early, 'male')",56,0.7453102453102454,20,0.4920634920634921,0.0,0.0,0.7974745,0.87186456,0.833012,0.7598538,0.82111865,0.78929913
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,minister,24,0.3831168831168831,29,0.3611111111111111,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9990669,0.9990669,0.9990669
instance of,person,winston,"early, 'minister')",56,0.7453102453102454,25,0.5555555555555555,0.0,0.0,0.7974745,0.87186456,0.833012,0.76470584,0.8274941,0.7948619
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_age,89,33,0.4559884559884559,0,0.0,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99933195,0.99933195,0.99933195
instance of,person,winston,"early, 89)",56,0.7453102453102454,25,0.5111111111111111,0.0,0.0,0.7974745,0.87186456,0.833012,0.79259396,0.86617094,0.8277506
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_birthdate,june 17,33,0.5463869463869464,15,0.4365079365079365,0.0,0.0,0.79754794,0.8421512,0.8192429,0.790637,0.8815906,0.8336403
instance of,person,has_birthdate,1814,33,0.5463869463869464,0,0.0,0.0,0.0,0.79754794,0.8421512,0.8192429,0.8521017,0.92669904,0.88783616
instance of,person,winston,"early, 'june 17, 1814')",56,0.7453102453102454,21,0.5434782608695653,0.0,0.0,0.7974745,0.87186456,0.833012,0.76553756,0.85286736,0.8068463
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,has_deathdate,november 19,33,0.3904428904428904,24,0.3383838383838384,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7510323,0.86205614,0.8027235
instance of,person,has_deathdate,1903,33,0.3904428904428904,0,0.0,0.0,0.0,0.80097455,0.83004844,0.81525236,0.99959326,0.99959326,0.99959326
instance of,person,winston,"early, 'november 19, 1903')",56,0.7453102453102454,18,0.5216049382716049,0.0,0.0,0.7974745,0.87186456,0.833012,0.78954405,0.8563418,0.82158744
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0,0.8770189,0.88307714,0.88003767,0.9215966,0.94946736,0.9353244
instance of,person,has_person_status,former slave,29,0.449554367201426,33,0.5833333333333334,0.0,0.0,0.7720976,0.83118725,0.8005535,0.82092524,0.89130694,0.8546696
instance of,person,has_person_status,minister,29,0.449554367201426,29,0.3611111111111111,0.0,0.0,0.7720976,0.83118725,0.8005535,0.9990669,0.9990669,0.9990669
