Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,jim williams,32,0.537878787878788,11,0.0,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7463061,0.87055534,0.8036567
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,williams,27,0.4924242424242424,14,0.0,0.0,0.0,0.76556545,0.8276005,0.7953752,0.74252784,0.9029451,0.8149169
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,jim,40,0.5692640692640693,0,0.0,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7993108,0.8552268,0.8263239
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0,0.7749908,0.84134984,0.8068082,0.78212535,0.86170995,0.8199912
instance of,person,has_alternate_name,james rainey,34,0.5107744107744108,33,0.5833333333333334,0.0,0.0,0.7749908,0.84134984,0.8068082,0.7515402,0.8425445,0.7944447
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,early life,18,0.4545454545454546,25,0.5111111111111111,0.0,0.0,0.82205707,0.871673,0.8461383,0.8175714,0.8462566,0.83166677
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,early life,18,0.4545454545454546,25,0.5111111111111111,0.0,0.0,0.82205707,0.871673,0.8461383,0.8175714,0.8462566,0.83166677
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,early life,18,0.4545454545454546,25,0.5111111111111111,0.0,0.0,0.82205707,0.871673,0.8461383,0.8175714,0.8462566,0.83166677
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,early life,18,0.4545454545454546,25,0.5111111111111111,0.0,0.0,0.82205707,0.871673,0.8461383,0.8175714,0.8462566,0.83166677
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type,enslaver,33,0.5340909090909091,29,0.5277777777777778,0.0,0.0,0.7581123,0.8313376,0.7930382,0.7341683,0.88741803,0.8035516
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,samuel rainey,34,0.5798460798460798,32,0.5747863247863249,0.0,0.0,0.7762902,0.87525815,0.82280886,0.7249222,0.8554342,0.7847891
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,early life,18,0.4545454545454546,25,0.5111111111111111,0.0,0.0,0.82205707,0.871673,0.8461383,0.8175714,0.8462566,0.83166677
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,soldier,24,0.3831168831168831,31,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99946404,0.99946404,0.99946404
instance of,person,has_occupation,militia leader,24,0.3831168831168831,20,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.85424626,0.9208696,0.88630766
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_age,unknown,33,0.4559884559884559,31,0.373015873015873,0.0,0.0,0.8066352,0.84434843,0.82506114,0.999015,0.999015,0.999015
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_birthdate,c. 1830,33,0.5463869463869464,0,0.0,0.0,0.0,0.79754794,0.8421512,0.8192429,0.87975705,0.8254354,0.85173094
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,has_deathdate,march 6,33,0.3904428904428904,15,0.4365079365079365,0.0,0.0,0.80097455,0.83004844,0.81525236,0.8916594,0.9331593,0.9119375
instance of,person,has_deathdate,1871,33,0.3904428904428904,0,0.0,0.0,0.0,0.80097455,0.83004844,0.81525236,0.8236445,0.91205364,0.8655975
instance of,person,has_person_status,enslaved person,29,0.449554367201426,57,0.4555555555555555,0.0,0.5797386715376658,0.7720976,0.83118725,0.8005535,0.8633323,0.9148128,0.8883273
instance of,person,has_person_status,soldier,29,0.449554367201426,31,0.0,0.0,0.0,0.7720976,0.83118725,0.8005535,0.99946404,0.99946404,0.99946404
instance of,person,has_person_status,militia leader,29,0.449554367201426,20,0.0,0.0,0.0,0.7720976,0.83118725,0.8005535,0.85424626,0.9208696,0.88630766
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,escape from slavery,26,0.4799102132435466,32,0.5654970760233918,0.0,0.0,0.75222075,0.82725716,0.7879566,0.80830383,0.86649877,0.83639026
instance of,person,has_status_generating_event,fighting under general william tecumseh sherman,26,0.4799102132435466,15,0.4101654846335696,0.0,0.0,0.75222075,0.82725716,0.7879566,0.71483624,0.8820374,0.7896834
instance of,person,has_status_generating_event,leading black militia organization,26,0.4799102132435466,20,0.4640522875816993,0.0,0.0,0.75222075,0.82725716,0.7879566,0.82045215,0.8799635,0.84916645
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,escape from slavery,18,0.4545454545454546,32,0.5654970760233918,0.0,0.0,0.82205707,0.871673,0.8461383,0.80830383,0.86649877,0.83639026
