Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is as,follows:,38,0.6242424242424242,14,0.3611111111111111,0.0,0.0,0.8782662,0.88545907,0.881848,0.9112879,0.947932,0.9292488
instance of,person,ontology module for the agent,"fortune, the enslaved african-american who achieved posthumous notability over the transfer of his remains from a museum storage room to a state funeral, is as follows:",25,0.4730059212817832,7,0.511904761904762,0.0,0.0,0.8205849,0.84247035,0.83138365,0.77289397,0.8443004,0.8070207
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,fortune,32,0.537878787878788,31,0.5396825396825397,0.0,0.0,0.7971932,0.83778274,0.81698424,0.9991616,0.9991616,0.9991616
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,fortune,40,0.5692640692640693,31,0.5396825396825397,0.0,0.0,0.7667884,0.8280858,0.7962592,0.9991616,0.9991616,0.9991616
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0,0.7463142,0.8443074,0.7922923,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type_to,enslaver,30,0.5269480519480519,29,0.5277777777777778,0.0,0.0,0.7463142,0.8443074,0.7922923,0.7341683,0.88741803,0.8035516
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,preserved porter,34,0.5798460798460798,36,0.6486111111111111,0.0,0.0,0.7762902,0.87525815,0.82280886,0.82023257,0.9209332,0.86767083
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,male,22,0.4559884559884559,20,0.4722222222222221,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9931364,0.9931364,0.9931364
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,slave,24,0.3831168831168831,18,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9992676,0.9992676,0.9992676
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
