Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,lewis garrard clarke,32,0.537878787878788,15,0.4388888888888889,0.0,0.0,0.7971932,0.83778274,0.81698424,0.6925067,0.8537054,0.7647033
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,clarke,27,0.4924242424242424,17,0.4444444444444444,0.0,0.0,0.76556545,0.8276005,0.7953752,0.8090534,0.9238853,0.8626647
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,lewis,40,0.5692640692640693,36,0.5777777777777778,0.0,0.0,0.7667884,0.8280858,0.7962592,0.72216225,0.8958858,0.799698
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0,0.74631417,0.8443075,0.79229224,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type_to,slave,30,0.5269480519480519,18,0.0,0.0,0.0,0.74631417,0.8443075,0.79229224,0.9992676,0.9992676,0.9992676
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,betsy benson,34,0.5798460798460798,44,0.5833333333333334,0.0,0.0,0.7762902,0.87525815,0.82280886,0.76221025,0.8610735,0.8086313
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,male,22,0.4559884559884559,20,0.4722222222222221,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9931364,0.9931364,0.9931364
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,slave,24,0.3831168831168831,18,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9992676,0.9992676,0.9992676
instance of,person,has_occupation,educator,24,0.3831168831168831,29,0.5277777777777778,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9995755,0.9995755,0.9995755
instance of,person,has_occupation,author,24,0.3831168831168831,17,0.4444444444444444,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99865043,0.99865043,0.99865043
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
