Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,john edward bruce,32,0.537878787878788,17,0.4673202614379084,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7873132,0.8986128,0.8392892
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,bruce,27,0.4924242424242424,18,0.4555555555555555,0.0,0.0,0.76556545,0.8276005,0.7953752,0.78486776,0.9322695,0.852242
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,john,40,0.5692640692640693,40,0.4722222222222221,0.0,0.0,0.7667884,0.8280858,0.7962592,0.9985758,0.9985758,0.9985758
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,john edward bruce,32,0.537878787878788,17,0.4673202614379084,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7873132,0.8986128,0.8392892
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,bruce,27,0.4924242424242424,18,0.4555555555555555,0.0,0.0,0.76556545,0.8276005,0.7953752,0.78486776,0.9322695,0.852242
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,john,40,0.5692640692640693,40,0.4722222222222221,0.0,0.0,0.7667884,0.8280858,0.7962592,0.9985758,0.9985758,0.9985758
