Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,on the given,"text, we can populate the ontology as follows:",35,0.5656565656565656,15,0.4178743961352657,0.0,0.0,0.84397805,0.87538934,0.8593968,0.7960905,0.8323349,0.81380934
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,stephen bishop,32,0.537878787878788,40,0.5674603174603174,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7524791,0.8593834,0.8023861
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,bishop,27,0.4924242424242424,33,0.5555555555555555,0.0,0.0,0.76556545,0.8276005,0.7953752,0.99933124,0.99933124,0.99933124
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,stephen,40,0.5692640692640693,46,0.5396825396825397,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7887145,0.9309501,0.85395014
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0,0.74631417,0.8443075,0.79229224,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type_to,enslaver' or 'owner,30,0.5269480519480519,32,0.6321637426900585,0.0,0.0,0.74631417,0.8443075,0.79229224,0.7235382,0.8167391,0.76731896
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,joseph dubreuil,34,0.5798460798460798,19,0.4777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.6466098,0.8683446,0.7412502
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,male,22,0.4559884559884559,20,0.4722222222222221,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9931364,0.9931364,0.9931364
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,guide,24,0.3831168831168831,18,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9987701,0.9987701,0.9987701
instance of,person,has_occupation,slave,24,0.3831168831168831,18,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.9992676,0.9992676,0.9992676
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_age,37,33,0.4559884559884559,0,0.0,0.0,0.0,0.8066352,0.84434843,0.82506114,0.9994537,0.9994537,0.9994537
instance of,person,age is not explicitly mentioned in the,"text, but we can infer it from the date of death)",24,0.5368598263335106,11,0.409297052154195,0.0,0.0,0.8044735,0.8521349,0.8276186,0.79903615,0.8289709,0.81372833
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_birthdate,unknown,33,0.5463869463869464,31,0.373015873015873,0.0,0.0,0.79754794,0.8421512,0.8192429,0.999015,0.999015,0.999015
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,has_deathdate,june 15,33,0.3904428904428904,15,0.4365079365079365,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7928662,0.88492084,0.8363681
instance of,person,has_deathdate,1859,33,0.3904428904428904,0,0.0,0.0,0.0,0.80097455,0.83004844,0.81525236,0.82641244,0.906655,0.86467606
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0,0.8770189,0.88307714,0.88003767,0.9215966,0.94946736,0.9353244
instance of,person,has_person_status,enslaved person,29,0.449554367201426,57,0.4555555555555555,0.0,0.5797386715376658,0.7720976,0.83118725,0.8005535,0.8633323,0.9148128,0.8883273
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,sale of estate of joseph dubreuil,26,0.4799102132435466,15,0.4191919191919191,0.0,0.0,0.75222075,0.82725716,0.7879566,0.71917266,0.868759,0.78692013
instance of,person,of estate of joseph,dubreuil'),47,0.5730234677603098,12,0.3444444444444444,0.4112070550676187,0.0,0.79456544,0.88575315,0.837685,0.67264205,0.8174401,0.7380057
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,sale of estate of joseph dubreuil,18,0.4545454545454546,15,0.4191919191919191,0.0,0.0,0.82205707,0.871673,0.8461383,0.71917266,0.868759,0.78692013
instance of,person,of estate of joseph,dubreuil'),47,0.5730234677603098,12,0.3444444444444444,0.4112070550676187,0.0,0.79456544,0.88575315,0.837685,0.67264205,0.8174401,0.7380057
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,has_race_or_color,african-american,36,0.5162210338680927,27,0.4861111111111111,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7830137,0.8301707,0.8059029
instance of,person,descriptor record,module:,29,0.5398523045581869,15,0.0,0.0,0.0,0.8736176,0.8801493,0.8768713,0.9215966,0.94946736,0.9353244
instance of,person,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,34,0.5579124579124579,19,0.5255555555555556,0.0,0.0,0.75872284,0.8361076,0.79553777,0.72523844,0.8457835,0.78088623
instance of,person,has_ethnolinguistic_descriptor,unknown,34,0.5579124579124579,31,0.373015873015873,0.0,0.0,0.75872284,0.8361076,0.79553777,0.999015,0.999015,0.999015
instance of,person,is not,"explicitly mentioned in the text, but we can infer it from the date of death. the ethnolinguistic descriptor is unknown.",47,0.5934343434343434,10,0.4916666666666667,0.0,0.0,0.8748498,0.88579583,0.8802888,0.7973269,0.8191953,0.8081132
instance of,person,relations for which there is no information listed in the text file are,"skipped. the birth date is unknown, and the occupation is inferred as a guide and a slave. the age is not explicitly mentioned in the text, but we can infer it from the date of death. the ethnolinguistic descriptor is unknown.",22,0.566794707639778,5,0.5088495575221239,0.0,0.0,0.7925575,0.823997,0.80797154,0.7850481,0.85314775,0.81768245
hassex,male,on the given,"text, we can populate the ontology as follows:",22,0.5,12,0.4939613526570048,0.0,0.0,0.8414456,0.8193326,0.8302419,0.7950156,0.8211944,0.807893
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0,0.89862454,0.81491977,0.8547277,0.9107894,0.9408312,0.92556655
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0,0.8119032,0.8100479,0.81097454,0.99486166,0.99486166,0.99486166
hassex,male,has_name,stephen bishop,57,0.8055555555555556,11,0.4404761904761904,0.0,0.0,0.8119032,0.8100479,0.81097454,0.7497306,0.8487122,0.79615676
hassex,male,has_surname,surname,59,0.6767676767676768,36,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9928791,0.9928791,0.9928791
hassex,male,has_surname,bishop,59,0.6767676767676768,0,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.992896,0.992896,0.992896
hassex,male,has_first_name,first_name,50,0.6507936507936508,29,0.0,0.0,0.0,0.787099,0.80721545,0.79703027,0.7770004,0.8458032,0.8099432
hassex,male,has_first_name,stephen,50,0.6507936507936508,18,0.4642857142857142,0.0,0.0,0.787099,0.80721545,0.79703027,0.7804693,0.9170913,0.8432826
hassex,male,relationship record,module:,24,0.4415204678362572,55,0.7535714285714287,0.0,0.0,0.90157616,0.8481188,0.8740308,0.9107894,0.9408312,0.92556655
hassex,male,has_interagent_relationship_type_to,relationship_type,24,0.5936507936507937,19,0.5310457516339869,0.0,0.0,0.76074946,0.80124396,0.7804718,0.78249675,0.8787623,0.8278403
hassex,male,has_interagent_relationship_type_to,enslaver' or 'owner,24,0.5936507936507937,17,0.5248538011695906,0.0,0.0,0.76074946,0.80124396,0.7804718,0.7229756,0.7997811,0.7594414
hassex,male,is_relationship_to,agent,17,0.4629629629629629,44,0.6333333333333333,0.0,0.0,0.7856984,0.8168608,0.80097663,0.9929312,0.9929312,0.9929312
hassex,male,is_relationship_to,joseph dubreuil,17,0.4629629629629629,11,0.4388888888888889,0.0,0.0,0.7856984,0.8168608,0.80097663,0.64453864,0.85548496,0.73517925
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0,0.89862454,0.81491977,0.8547277,0.9107894,0.9408312,0.92556655
hassex,male,has_sex,sex_type,92,0.9666666666666668,17,0.4583333333333333,0.0,0.0,0.858492,0.8900067,0.8739654,0.79068565,0.8817651,0.83374536
hassex,male,has_sex,male,92,0.9666666666666668,100,1.0,0.0,1.0,0.858492,0.8900067,0.8739654,1.0,1.0,1.0
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0,0.89862454,0.81491977,0.8547277,0.9107894,0.9408312,0.92556655
hassex,male,has_occupation,occupation,30,0.5714285714285715,14,0.45,0.0,0.0,0.8248078,0.8327483,0.828759,0.9927773,0.9927773,0.9927773
hassex,male,has_occupation,guide,30,0.5714285714285715,22,0.4833333333333333,0.0,0.0,0.8248078,0.8327483,0.828759,0.9921812,0.9921812,0.9921812
hassex,male,has_occupation,slave,30,0.5714285714285715,44,0.6722222222222222,0.0,0.0,0.8248078,0.8327483,0.828759,0.9925768,0.9925768,0.9925768
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0,0.89862454,0.81491977,0.8547277,0.9107894,0.9408312,0.92556655
hassex,male,has_age,age,62,0.8222222222222222,57,0.7222222222222222,0.0,0.0,0.82522553,0.8178067,0.8214993,0.9927898,0.9927898,0.9927898
hassex,male,has_age,37,62,0.8222222222222222,0,0.0,0.0,0.0,0.82522553,0.8178067,0.8214993,0.99242127,0.99242127,0.99242127
hassex,male,age is not explicitly mentioned in the,"text, but we can infer it from the date of death)",18,0.5073099415204678,11,0.3469387755102041,0.0,0.0,0.81635565,0.812461,0.8144037,0.7982796,0.8131346,0.8056386
