Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
hasname,william lewis,are the ontology relations based on the,text:,22,0.4808302808302808,11,0.0,0.0,0.0,0.8163326,0.81389713,0.81511307,0.9144817,0.70990956,0.79931396
hasname,william lewis,record,module:,15,0.0,30,0.4798534798534798,0.0,0.0,0.8732785,0.8174026,0.8444172,0.8341583,0.72329915,0.77478325
hasname,william lewis,has_name,name,93,0.9708333333333332,35,0.5512820512820512,0.0,0.0,0.8715085,0.920259,0.8952205,0.8419481,0.7104882,0.7706521
hasname,william lewis,has_name,william lewis reece,93,0.9708333333333332,81,0.936842105263158,0.0,0.7092972666062739,0.8715085,0.920259,0.8952205,0.908959,0.9777098,0.94208175
hasname,william lewis,lewis,"reece, 'william lewis reece')",17,0.4476190476190476,62,0.6878868258178604,0.0,0.4494364165239822,0.7326628,0.84105957,0.7831281,0.7896997,0.86482906,0.8255586
hasname,william lewis,has_surname,surname,78,0.9151515151515152,30,0.553113553113553,0.0,0.0,0.82570016,0.8883925,0.8558998,0.84770495,0.7113607,0.7735711
hasname,william lewis,has_surname,reece,78,0.9151515151515152,11,0.4256410256410256,0.0,0.0,0.82570016,0.8883925,0.8558998,0.7298038,0.75613236,0.74273485
hasname,william lewis,lewis,"reece, 'reece')",17,0.4476190476190476,14,0.2623931623931624,0.0,0.0,0.7326628,0.84105957,0.7831281,0.73131734,0.71845806,0.7248306
hasname,william lewis,has_first_name,first_name,67,0.5476190476190476,35,0.5692307692307693,0.0,0.0,0.82006204,0.89203435,0.8545354,0.7905812,0.7324587,0.76041096
hasname,william lewis,has_first_name,william,67,0.5476190476190476,70,0.9076923076923076,0.0,0.5797386715376658,0.82006204,0.89203435,0.8545354,0.91353834,0.8220316,0.86537266
hasname,william lewis,lewis,"reece, 'william')",17,0.4476190476190476,47,0.5072182719241543,0.0,0.3360969272762575,0.7326628,0.84105957,0.7831281,0.7394522,0.79938096,0.7682496
hasname,william lewis,relationship record,module: none,23,0.5106516290726817,24,0.3824786324786324,0.0,0.0,0.8880128,0.86649036,0.87711954,0.7997697,0.71835434,0.75687885
hasname,william lewis,record,module:,15,0.0,30,0.4798534798534798,0.0,0.0,0.8732785,0.8174026,0.8444172,0.8341583,0.72329915,0.77478325
hasname,william lewis,has_sex,sex_type,57,0.8,10,0.4006410256410256,0.0,0.0,0.832958,0.8524401,0.84258646,0.795611,0.73990774,0.766749
hasname,william lewis,has_sex,male,57,0.8,35,0.3846153846153846,0.0,0.0,0.832958,0.8524401,0.84258646,0.8354328,0.709006,0.7670448
hasname,william lewis,lewis,"reece, 'male')",17,0.4476190476190476,22,0.4472527472527473,0.0,0.0,0.7326628,0.84105957,0.7831281,0.72478336,0.7171358,0.7209393
hasname,william lewis,record,module: none,15,0.0,24,0.3824786324786324,0.0,0.0,0.8732785,0.8174026,0.8444172,0.7997697,0.71835434,0.75687885
hasname,william lewis,record,module:,15,0.0,30,0.4798534798534798,0.0,0.0,0.8732785,0.8174026,0.8444172,0.8341583,0.72329915,0.77478325
hasname,william lewis,has_age,age,71,0.8666666666666668,25,0.47008547008547,0.0,0.0,0.8349017,0.85058933,0.84267247,0.8505832,0.7133007,0.7759164
hasname,william lewis,has_birthdate,date_of_birth,50,0.553113553113553,23,0.2692307692307692,0.0,0.0,0.8353705,0.8678793,0.85131466,0.775988,0.73198396,0.7533439
hasname,william lewis,has_deathdate,date_of_death,50,0.632967032967033,15,0.4358974358974359,0.0,0.0,0.8292822,0.84803003,0.8385514,0.78165114,0.7301407,0.75501835
hasname,william lewis,status record,module: none,30,0.442002442002442,24,0.3824786324786324,0.0,0.0,0.8865466,0.8679469,0.8771482,0.7997697,0.71835434,0.75687885
hasname,william lewis,record,module: none,15,0.0,24,0.3824786324786324,0.0,0.0,0.8732785,0.8174026,0.8444172,0.7997697,0.71835434,0.75687885
hasname,william lewis,descriptor record,module: none,17,0.3011204481792717,24,0.3824786324786324,0.0,0.0,0.8825314,0.8638146,0.87307274,0.7997697,0.71835434,0.75687885
