Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is as,follows:,38,0.6242424242424242,14,0.3611111111111111,0.0,0.0,0.8782662,0.88545907,0.881848,0.9112879,0.947932,0.9292488
instance of,person,ontology module for richard preston is as,follows:,19,0.4595079717030936,14,0.3611111111111111,0.0,0.0,0.7715968,0.8419254,0.80522835,0.9112879,0.947932,0.9292488
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,richard preston,32,0.537878787878788,48,0.4111111111111111,0.0,0.0,0.7971932,0.83778274,0.81698424,0.72977954,0.8653765,0.7918148
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,preston,27,0.4924242424242424,77,0.9071428571428573,0.0,0.0,0.76556545,0.8276005,0.7953752,0.7932701,0.9161588,0.85029733
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,richard,40,0.5692640692640693,15,0.4365079365079365,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7956329,0.93017906,0.8576613
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
