Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is as,follows:,38,0.6242424242424242,14,0.3611111111111111,0.0,0.0,0.8782662,0.88545907,0.881848,0.9112879,0.947932,0.9292488
instance of,person,ontology based on the text in the form of the module relations is as,follows:,20,0.5853832442067736,14,0.3611111111111111,0.0933953764125673,0.0,0.7897252,0.83528256,0.8118652,0.9112879,0.947932,0.9292488
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,marie bernard couvent,32,0.537878787878788,30,0.4365079365079364,0.0,0.0,0.7971932,0.83778274,0.81698424,0.68704635,0.8598799,0.763808
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,couvent,27,0.4924242424242424,31,0.4365079365079365,0.0,0.0,0.76556545,0.8276005,0.7953752,0.81133974,0.9206492,0.8625451
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,marie,40,0.5692640692640693,18,0.4555555555555555,0.0,0.0,0.7667884,0.8280858,0.7962592,0.81621784,0.9181518,0.8641893
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0,0.7463142,0.84430754,0.79229236,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type_to,philanthropist,30,0.5269480519480519,30,0.5674603174603174,0.0,0.0,0.7463142,0.84430754,0.79229236,0.804486,0.92358804,0.8599326
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,free black man,34,0.5798460798460798,20,0.3253968253968254,0.0,0.0,0.7762902,0.87525815,0.82280886,0.8083027,0.8697092,0.83788234
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,catholic,34,0.5798460798460798,14,0.4305555555555555,0.0,0.0,0.7762902,0.87525815,0.82280886,0.8105676,0.9250814,0.8640468
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,enslaver,34,0.5798460798460798,29,0.5277777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.7341683,0.88741803,0.8035516
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,owner,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9994935,0.9994935,0.9994935
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,female,22,0.4559884559884559,17,0.4444444444444444,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9852422,0.9852422,0.9852422
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,philanthropist,24,0.3831168831168831,30,0.5674603174603174,0.0,0.0,0.80161965,0.85177016,0.82593435,0.804486,0.92358804,0.8599326
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_age,80,33,0.4559884559884559,0,0.0,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99952805,0.99952805,0.99952805
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_birthdate,c. 1757,33,0.5463869463869464,0,0.0,0.0,0.0,0.79754794,0.8421512,0.8192429,0.85650754,0.85667634,0.85659194
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,has_deathdate,june 28,33,0.3904428904428904,15,0.4365079365079365,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7861837,0.88047844,0.8306636
instance of,person,has_deathdate,1837,33,0.3904428904428904,0,0.0,0.0,0.0,0.80097455,0.83004844,0.81525236,0.8417647,0.9236714,0.880818
instance of,person,has_person_status,free black woman,29,0.449554367201426,27,0.3194444444444444,0.0,0.0,0.7720976,0.83118725,0.8005535,0.80625093,0.87595034,0.8396567
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,escape,26,0.4799102132435466,33,0.5555555555555555,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9993594,0.9993594,0.9993594
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,escape,18,0.4545454545454546,33,0.5555555555555555,0.0,0.0,0.82205707,0.871673,0.8461383,0.9993594,0.9993594,0.9993594
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,has_race_or_color,african-american,36,0.5162210338680927,27,0.4861111111111111,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7830137,0.8301707,0.8059029
