Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is the,populated ontology:,47,0.6767676767676768,32,0.5423976608187134,0.0,0.0,0.90687215,0.90687215,0.90687215,0.82995534,0.8713487,0.85014844
instance of,person,on the provided,"text, here is the populated ontology:",38,0.5292929292929293,23,0.5915915915915916,0.0,0.0,0.84986186,0.8802807,0.86480385,0.80251986,0.84681547,0.82407284
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_name,george moses horton,32,0.537878787878788,40,0.5423976608187134,0.0,0.0,0.7971932,0.83778274,0.81698424,0.7373686,0.84286916,0.78659713
instance of,person,moses,"horton, 'george moses horton')",25,0.5272727272727272,28,0.5166666666666666,0.0,0.0,0.7900411,0.859924,0.82350266,0.71343815,0.8180356,0.76216495
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_surname,horton,27,0.4924242424242424,50,0.6666666666666666,0.0,0.0,0.76556545,0.8276005,0.7953752,0.7762702,0.9114643,0.8384524
instance of,person,moses,"horton, 'horton')",25,0.5272727272727272,26,0.4477124183006536,0.0,0.0,0.7900411,0.859924,0.82350266,0.7243222,0.8172579,0.7679887
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_first_name,george,40,0.5692640692640693,33,0.5555555555555555,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7959,0.91801083,0.8526054
instance of,person,moses,"horton, 'george')",25,0.5272727272727272,26,0.4477124183006536,0.0,0.0,0.7900411,0.859924,0.82350266,0.73265445,0.8173452,0.77268606
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type,enslaver' or 'owner,33,0.5340909090909091,32,0.6321637426900585,0.0,0.0,0.7581123,0.8313376,0.7930382,0.7235382,0.8167391,0.76731896
instance of,person,moses,"horton, 'enslaver' or 'owner')",25,0.5272727272727272,22,0.5333333333333333,0.0,0.0,0.7900411,0.859924,0.82350266,0.73325425,0.81654626,0.7726621
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,bwril nate,34,0.5798460798460798,25,0.5111111111111111,0.0,0.0,0.7762902,0.87525815,0.82280886,0.76217616,0.8792462,0.8165363
instance of,person,moses,"horton, 'bwril nate')",25,0.5272727272727272,22,0.4365079365079364,0.0,0.0,0.7900411,0.859924,0.82350266,0.71908647,0.8178868,0.7653111
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
