TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
October alias Robert Barclay,hasDescription,"Enslaved person living and working on Unity Valley Pen (St Ann), Jamaica. Manumitted in 1795 by David Barclay (q.v.) and removed to Philadelphia, with 29 other freed persons from the estate, where&hellip;",90,100,0.9411764705882352,1.0,38,48,0.6853876374354703,0.1600885561018606
October alias Robert Barclay,hasFirstName,October alias Robert,48,50,0.6290849673202614,0.0,44,62,0.6264705882352941,0.3677199804697471
October alias Robert Barclay,hasName,October alias Robert Barclay,58,61,0.8039215686274509,0.0,45,58,0.6622315592903828,0.3108907746813972
October alias Robert Barclay,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,13,15,0.608130081300813,0.0
October alias Robert Barclay,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,28,35,0.6072681704260652,0.0
October alias Robert Barclay,hasParticipantRole,Participant,84,86,0.9066666666666666,0.0,42,100,0.6890243902439025,0.0930205328057059
October alias Robert Barclay,hasRaceorColor,"""Creole""",44,42,0.6302910052910052,0.0,24,23,0.5669934640522877,0.0
October alias Robert Barclay,hasSex,Male,35,36,0.6339869281045751,0.0,13,23,0.6071428571428571,0.0
October alias Robert Barclay,hasSurname,Barclay,44,54,0.6123809523809524,0.0,20,22,0.6054421768707483,0.0
October alias Robert Barclay,instance of,Person,34,41,0.5989057239057239,0.0,19,22,0.6031746031746031,0.0
