TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Anna Julia Haywood Cooper,hasDescription,Enslaved. Considered to have written the first black  feminist manifesto. Authored A Voice from the South by a Black Woman of the South (1892) https://docsouth.unc.edu/church/cooper/menu.html .,58,60,0.6870525988173046,0.0,32,48,0.6077562170521634,0.1332128649586915
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Civil Rights Activist,63,65,0.6662267471091,0.0,26,55,0.5623035251358637,0.1096425868345385
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Educator,63,65,0.6662267471091,0.0,21,100,0.5614197530864198,0.1751280861929285
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Human Rights Activist,63,65,0.6662267471091,0.0,27,55,0.5592712842712843,0.1096425868345385
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,19,19,0.5536585365853659,0.0
Anna Julia Haywood Cooper,hasFirstName,Anna Julia Haywood,83,86,0.9019607843137256,0.0,53,71,0.6240826079535756,0.5029292651136352
Anna Julia Haywood Cooper,hasName,Anna Julia Haywood Cooper,78,82,0.8787878787878788,0.0,62,81,0.6506168647425015,0.7195469560601188
Anna Julia Haywood Cooper,hasParticipantRole,Child,88,90,0.927536231884058,0.0,14,22,0.6044444444444445,0.0
Anna Julia Haywood Cooper,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,26,57,0.5277777777777778,0.1414305679255449
Anna Julia Haywood Cooper,hasSex,Female,75,80,0.8666666666666667,0.0,28,100,0.5841269841269842,0.335175743327926
Anna Julia Haywood Cooper,hasSurname,Cooper,83,87,0.9047619047619048,0.0,32,100,0.6259259259259259,0.6348087971775132
Anna Julia Haywood Cooper,instance of,Person,36,37,0.5774410774410774,0.0,17,100,0.591919191919192,0.2439557250000634
