TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
James H Bronson,hasDescription,Free before 13th Amendment.,58,60,0.6870525988173046,0.0,29,37,0.5408756095030606,0.0
James H Bronson,hasDescriptiveOccupation,Barber,63,65,0.6662267471091,0.0,18,100,0.5888888888888889,0.1700526653733452
James H Bronson,hasDescriptiveOccupation,Medal of Honor Recipient,63,65,0.6662267471091,0.0,32,100,0.5423280423280423,0.1444668340996899
James H Bronson,hasDescriptiveOccupation,Soldier,63,65,0.6662267471091,0.0,20,100,0.5306521435553694,0.1700526653733452
James H Bronson,hasFirstName,James H.,83,86,0.9019607843137256,0.0,43,100,0.6916666666666668,0.7092972666062738
James H Bronson,hasName,James H. Bronson,78,82,0.8787878787878788,0.0,71,100,0.7047413793103449,0.8955324150715727
James H Bronson,hasParticipantRole,Child,88,90,0.927536231884058,0.0,10,15,0.6048875855327468,0.0
James H Bronson,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,36,31,0.5298989898989899,0.0
James H Bronson,hasSex,Male,75,80,0.8666666666666667,0.0,21,100,0.5893213572854291,0.3799783615910079
James H Bronson,hasSurname,Bronson,83,87,0.9047619047619048,0.0,39,100,0.6258902387934646,0.7092972666062738
James H Bronson,instance of,Person,36,37,0.5774410774410774,0.0,29,27,0.5934640522875817,0.0
