TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Kate Drumgoold,hasDescription,"Enslaved. Autobiography is notable for flattering description of white employers, and for its description of her life moving between the South and North.",46,47,0.6390056022408963,0.0,41,53,0.7262541380188439,0.1246923148912713
Kate Drumgoold,hasDescriptiveOccupation,Autobiographer / Memoirist,42,50,0.5944444444444444,0.0,28,39,0.568516644174539,0.0
Kate Drumgoold,hasDescriptiveOccupation,Educator,42,50,0.5944444444444444,0.0,24,25,0.5581275720164609,0.0
Kate Drumgoold,hasDescriptiveOccupation,Slave,42,50,0.5944444444444444,0.0,22,100,0.5436213991769546,0.1437280572311071
Kate Drumgoold,hasFirstName,Kate,63,71,0.7983091787439612,0.0,22,100,0.6193693693693694,0.6348087971775132
Kate Drumgoold,hasName,Kate Drumgoold,58,61,0.8039215686274509,0.0,61,100,0.7648809523809524,0.8955324150715727
Kate Drumgoold,hasParticipantRole,Child,51,53,0.662962962962963,0.0,20,18,0.557142857142857,0.0
Kate Drumgoold,hasParticipantRole,Deceased Person,51,53,0.662962962962963,0.0,35,37,0.578978978978979,0.0
Kate Drumgoold,hasSex,Female,80,100,0.8888888888888888,1.0,32,100,0.5298611111111111,0.3799783615910079
Kate Drumgoold,hasSurname,Drumgoold,65,67,0.8253968253968255,0.0,44,100,0.7604166666666666,0.6348087971775132
Kate Drumgoold,instance of,Person,36,41,0.5774410774410774,0.0,19,21,0.5883424408014571,0.0
