TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Octavia Victoria Rogers Albert,hasDescriptiveOccupation,Biographer,68,70,0.8022875816993463,0.0,28,100,0.5757936507936509,0.2789425453258252
Octavia Victoria Rogers Albert,hasDescriptiveOccupation,Civil Rights Activist,68,70,0.8022875816993463,0.0,36,46,0.5885956721870035,0.0
Octavia Victoria Rogers Albert,hasDescriptiveOccupation,Fiction Writer,68,70,0.8022875816993463,0.0,30,36,0.5905088062622309,0.0
Octavia Victoria Rogers Albert,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,18,21,0.5561643835616438,0.0
Octavia Victoria Rogers Albert,hasFirstName,Octavia Victoria Rogers,63,71,0.7983091787439612,0.0,45,76,0.6453950444132772,0.4744932943426848
Octavia Victoria Rogers Albert,hasName,Octavia Victoria Rogers Albert,58,61,0.8039215686274509,0.0,61,82,0.6724014336917562,0.7195469560601188
Octavia Victoria Rogers Albert,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,14,14,0.5529411764705882,0.0
Octavia Victoria Rogers Albert,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,31,57,0.567315001117818,0.1505569696020495
Octavia Victoria Rogers Albert,hasSex,Female,80,100,0.8888888888888888,1.0,27,100,0.5822222222222222,0.335175743327926
Octavia Victoria Rogers Albert,hasSurname,Albert,65,67,0.8253968253968255,0.0,27,100,0.5829528158295281,0.5797386715376658
Octavia Victoria Rogers Albert,instance of,Person,36,41,0.5989057239057239,0.0,17,100,0.5854063018242123,0.2596979932401624
