TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Tom also Molyneaux Molineaux,hasDescription,"Born Enslaved. Free before 13th Amendment. A professional boxer who was the first American to fight in an international bout, competing in England from 1803 to 1815 but facing significant setbacks in his career due to predatory managers, prejudice, and alcohol.",46,47,0.650995670995671,0.0,40,60,0.6736035430903113,0.1270853271076564
Tom also Molyneaux Molineaux,hasDescriptiveOccupation,Boxer,45,50,0.6305555555555555,0.0,19,100,0.5444444444444444,0.3032160644503863
Tom also Molyneaux Molineaux,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,22,22,0.552059925093633,0.0
Tom also Molyneaux Molineaux,hasFirstName,Tom (also Molyneaux),63,71,0.7983091787439612,0.0,58,65,0.6761029411764706,0.0468913307553841
Tom also Molyneaux Molineaux,hasName,Tom (also Molyneaux) Molineaux,58,61,0.8039215686274509,0.0,59,71,0.6835446859903381,0.2412136066750698
Tom also Molyneaux Molineaux,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,16,17,0.5541666666666667,0.0
Tom also Molyneaux Molineaux,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,30,57,0.5713980463980465,0.1414305679255449
Tom also Molyneaux Molineaux,hasSex,Male,80,100,0.8888888888888888,1.0,22,100,0.5416666666666666,0.3799783615910079
Tom also Molyneaux Molineaux,hasSurname,Molineaux,65,67,0.8253968253968255,0.0,44,100,0.6207729468599034,0.6348087971775132
Tom also Molyneaux Molineaux,instance of,Person,36,41,0.5774410774410774,0.0,21,100,0.5912698412698413,0.2439557250000634
