TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Sojourner Truth,hasDescription,"Enslaved. A traveling evangelical preacher, she took the name Sojourner Truth and became a leading feminist and abolitionist who also helped African Americans find employment outside of the south. She also initiated multiple lawsuits.",58,60,0.6870525988173046,0.0,42,77,0.6301808168973068,0.1442694632970176
Sojourner Truth,hasDescriptiveOccupation,Abolitionist,63,65,0.6662267471091,0.0,25,100,0.5496357012750456,0.1700526653733452
Sojourner Truth,hasDescriptiveOccupation,Litigant,63,65,0.6662267471091,0.0,22,26,0.5450191570881225,0.0
Sojourner Truth,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,15,100,0.5512544802867384,0.2011946755849157
Sojourner Truth,hasDescriptiveOccupation,Women's Rights Advocate,63,65,0.6662267471091,0.0,25,76,0.533670374115268,0.2716512395696402
Sojourner Truth,hasFirstName,Sojourner,83,86,0.9019607843137256,0.0,49,100,0.6437908496732025,0.5368927118515179
Sojourner Truth,hasName,Sojourner Truth,78,82,0.8787878787878788,0.0,70,100,0.7563492063492063,0.8955324150715727
Sojourner Truth,hasParticipantRole,Child,88,90,0.927536231884058,0.0,12,15,0.5421052631578948,0.0
Sojourner Truth,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,24,40,0.5176965111391341,0.0
Sojourner Truth,hasSex,Female,75,80,0.8666666666666667,0.0,30,100,0.5832041343669251,0.3799783615910079
Sojourner Truth,hasSurname,Truth,83,87,0.9047619047619048,0.0,30,100,0.5712121212121212,0.5368927118515179
Sojourner Truth,instance of,Person,36,37,0.5774410774410774,0.0,18,27,0.5883040935672516,0.0
