TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
London Ferrill,hasDescription,"Enslaved. Free before 13th Amendment. Bought the facility for First African Baptist Church (in Lexington, KY) and was preacher for the largest congregation in Kentucky; also remained in the city throughout a June 1833 cholera outbreak in order to bury the dead.",46,47,0.650995670995671,0.0,32,60,0.5854455888938648,0.1023062340743476
London Ferrill,hasDescriptiveOccupation,Baptist Clergy,45,50,0.6305555555555555,0.0,25,67,0.5561292790208453,0.1505569696020495
London Ferrill,hasDescriptiveOccupation,Church Founder,45,50,0.6305555555555555,0.0,32,60,0.564021164021164,0.1505569696020495
London Ferrill,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,23,26,0.5344444444444445,0.0
London Ferrill,hasFirstName,London,63,71,0.7983091787439612,0.0,33,100,0.7333333333333334,0.6348087971775132
London Ferrill,hasName,London Ferrill,58,61,0.8039215686274509,0.0,64,100,0.7269841269841271,0.8955324150715727
London Ferrill,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,19,24,0.6266666666666666,0.0
London Ferrill,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,31,38,0.55906432748538,0.0
London Ferrill,hasSex,Male,80,100,0.8888888888888888,1.0,24,100,0.6071428571428571,0.3799783615910079
London Ferrill,hasSurname,Ferrill,65,67,0.8253968253968255,0.0,38,100,0.6968253968253969,0.6348087971775132
London Ferrill,instance of,Person,36,41,0.5774410774410774,0.0,18,31,0.5963718820861678,0.0
