TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Amanda America Dickson,hasAlternateName,Toomer Eubanks,86,89,0.9206349206349206,0.0,19,29,0.4704576976421636,0.0
Amanda America Dickson,hasDescription,"Enslaved. Inherited a large fortune from her father, and the Georgia Supreme Court upheld the will provision making Amanda Dickson sole administrator of the estate.",58,60,0.6870525988173046,0.0,37,53,0.684277496944401,0.1602105897879744
Amanda America Dickson,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,16,100,0.5495145631067961,0.1806868827017166
Amanda America Dickson,hasFirstName,Amanda America,83,86,0.9019607843137256,0.0,46,63,0.6401587301587303,0.4112070550676187
Amanda America Dickson,hasName,Amanda America Dickson,78,82,0.8787878787878788,0.0,43,56,0.5938294079720863,0.3187840217537792
Amanda America Dickson,hasParticipantRole,Child,88,90,0.927536231884058,0.0,16,15,0.614336917562724,0.0
Amanda America Dickson,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,26,38,0.5251563251563252,0.0
Amanda America Dickson,hasSex,Female,75,80,0.8666666666666667,0.0,32,100,0.5749730312837108,0.3799783615910079
Amanda America Dickson,hasSurname,Dickson,83,87,0.9047619047619048,0.0,13,24,0.5418275418275419,0.0
Amanda America Dickson,instance of,Person,36,37,0.5618686868686869,0.0,14,19,0.5770609318996415,0.0
