TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Stagecoach Mary Fields,hasDescription,"Born Enslaved. First African American woman to drive a coach for the postal service. Became a business owner at age 70. A frontierswoman who drank, smoke, and got in a shootout.",58,60,0.6870525988173046,0.0,41,52,0.6603228499338729,0.0804916091679729
Stagecoach Mary Fields,hasDescriptiveOccupation,Frontiersman / Pioneer,63,65,0.6662267471091,0.0,35,40,0.5597402597402598,0.0
Stagecoach Mary Fields,hasDescriptiveOccupation,Postal Official,63,65,0.6662267471091,0.0,26,34,0.5096046239931132,0.0
Stagecoach Mary Fields,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,22,24,0.5489096573208722,0.0
Stagecoach Mary Fields,hasFirstName,Stagecoach Mary,83,86,0.9019607843137256,0.0,36,100,0.5621315192743764,0.5995187500758432
Stagecoach Mary Fields,hasName,Stagecoach Mary Fields,78,82,0.8787878787878788,0.0,61,100,0.6399286987522282,0.7273145049991525
Stagecoach Mary Fields,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,28,24,0.6430107526881721,0.0
Stagecoach Mary Fields,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,31,57,0.5638758067329496,0.1216033147861901
Stagecoach Mary Fields,hasSex,Female,75,80,0.8666666666666667,0.0,32,100,0.5742471443406023,0.3799783615910079
Stagecoach Mary Fields,hasSurname,Fields,83,87,0.9047619047619048,0.0,40,100,0.5759637188208617,0.7092972666062738
Stagecoach Mary Fields,instance of,Person,36,37,0.5774410774410774,0.0,20,100,0.5742471443406023,0.2097553962782169
