TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Frederick Douglass,hasDescription,"Enslaved. Free before 13th Amendment. Described by historian David Blight as ""the most important African American leader and intellectual of the nineteenth century"".",90,100,0.9411764705882352,1.0,47,58,0.7329928282663655,0.2479597207273998
Frederick Douglass,hasDescriptiveOccupation,Abolitionist,68,70,0.8022875816993463,0.0,24,100,0.57005772005772,0.2596979932401624
Frederick Douglass,hasDescriptiveOccupation,Civil Rights Activist,68,70,0.8022875816993463,0.0,38,100,0.556833719755068,0.4826796606496645
Frederick Douglass,hasDescriptiveOccupation,Newspaper Editor / Publisher,68,70,0.8022875816993463,0.0,32,35,0.5654761904761905,0.0
Frederick Douglass,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,21,18,0.549056603773585,0.0
Frederick Douglass,hasFirstName,Frederick,63,71,0.7983091787439612,0.0,42,100,0.6808278867102396,0.6348087971775132
Frederick Douglass,hasName,Frederick Douglass,58,61,0.8039215686274509,0.0,69,100,0.6949891067538125,0.8955324150715727
Frederick Douglass,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,15,17,0.6149812734082397,0.0
Frederick Douglass,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,29,57,0.6099358974358974,0.1272589870097525
Frederick Douglass,hasSex,Male,80,100,0.8888888888888888,1.0,21,100,0.5946969696969697,0.3799783615910079
Frederick Douglass,hasSurname,Douglass,65,67,0.8253968253968255,0.0,38,100,0.6102693602693603,0.6348087971775132
Frederick Douglass,instance of,Person,36,41,0.5989057239057239,0.0,17,100,0.630913091309131,0.2195109508086083
