TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Richard Henry Boyd,hasDescription,"Enslaved. An organizer of the Texas Negro Baptist Convention (TNBC), Boyd worked to develop educational resources for black freedmen (as an alternative to education provided by the predominately white American Baptist Home Mission Society).",46,47,0.650995670995671,0.0,40,54,0.6915405468229735,0.1275431234732024
Richard Henry Boyd,hasDescriptiveOccupation,Baptist Clergy,45,50,0.6305555555555555,0.0,25,67,0.5590553724882082,0.1690941555975352
Richard Henry Boyd,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,15,21,0.5499999999999999,0.0
Richard Henry Boyd,hasFirstName,Richard Henry,63,71,0.7983091787439612,0.0,55,100,0.6659125188536953,0.6689625304957969
Richard Henry Boyd,hasName,Richard Henry Boyd,58,61,0.8039215686274509,0.0,69,100,0.7505446623093682,0.9266368211041917
Richard Henry Boyd,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,15,17,0.6251572327044025,0.0
Richard Henry Boyd,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,33,57,0.5797979797979798,0.1505569696020495
Richard Henry Boyd,hasSex,Male,80,100,0.8888888888888888,1.0,21,100,0.6022012578616353,0.335175743327926
Richard Henry Boyd,hasSurname,Boyd,65,67,0.8253968253968255,0.0,21,100,0.5277777777777778,0.5797386715376658
Richard Henry Boyd,instance of,Person,36,38,0.5774410774410774,0.0,17,100,0.5932914046121592,0.2596979932401624
