TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
John S Jacobs,hasDescription,Enslaved. Free before 13th Amendment. After escaping from slavery he became an autobiographer and abolitionist speaker who helped other enslaved people escape. .,58,60,0.6870525988173046,0.0,40,56,0.6456695478434609,0.1235977988900656
John S Jacobs,hasDescriptiveOccupation,Antislavery Activist,63,65,0.6662267471091,0.0,34,38,0.5108262108262108,0.0
John S Jacobs,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,14,100,0.5404558404558405,0.2789425453258252
John S Jacobs,hasFirstName,John S.,83,86,0.9019607843137256,0.0,32,80,0.608946608946609,0.6348087971775132
John S Jacobs,hasName,John S. Jacobs,78,82,0.8787878787878788,0.0,51,92,0.6061281061281062,0.7090528735856639
John S Jacobs,hasParticipantRole,Child,46,47,0.6597643097643098,0.0,10,16,0.6056980056980058,0.0
John S Jacobs,hasParticipantRole,Deceased Person,46,47,0.6597643097643098,0.0,27,57,0.5324786324786325,0.1505569696020495
John S Jacobs,hasSex,Male,75,80,0.8666666666666667,0.0,20,100,0.518018018018018,0.335175743327926
John S Jacobs,hasSurname,Jacobs,83,87,0.9047619047619048,0.0,28,100,0.594017094017094,0.6348087971775132
John S Jacobs,instance of,Person,36,37,0.5774410774410774,0.0,19,100,0.5823232323232324,0.2596979932401624
