TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Joseph Hayne Rainey,hasDescription,"Born Enslaved. Free before 13th Amendment. Having served in South Carolina's constitutional convention, Senate, and House of Representatives, in 1870 Rainey became the first African American to serve in the U.S. Congress.",90,100,0.9411764705882352,1.0,50,68,0.7014152920937361,0.4636053475211047
Joseph Hayne Rainey,hasDescriptiveOccupation,Political Figure,68,70,0.8022875816993463,0.0,25,36,0.5463768115942029,0.0
Joseph Hayne Rainey,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,15,22,0.5516483516483516,0.0
Joseph Hayne Rainey,hasDescriptiveOccupation,U.S. Representative,68,70,0.8022875816993463,0.0,30,39,0.5470342522974102,0.0
Joseph Hayne Rainey,hasFirstName,Joseph Hayne,63,71,0.7983091787439612,0.0,51,100,0.6420634920634921,0.6689625304957969
Joseph Hayne Rainey,hasName,Joseph Hayne Rainey,58,61,0.8039215686274509,0.0,70,100,0.7072681704260652,0.9266368211041917
Joseph Hayne Rainey,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,15,12,0.5516483516483516,0.0
Joseph Hayne Rainey,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,31,57,0.5897860593512768,0.161713780662529
Joseph Hayne Rainey,hasSex,Male,80,100,0.8888888888888888,1.0,21,100,0.6011904761904762,0.335175743327926
Joseph Hayne Rainey,hasSurname,Rainey,65,67,0.8253968253968255,0.0,29,100,0.6388888888888888,0.5797386715376658
Joseph Hayne Rainey,instance of,Person,36,41,0.5989057239057239,0.0,19,100,0.5906432748538011,0.2789425453258252
