TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Samuel Green Jr,hasDescription,Born Enslaved. Free before 13th Amendment. Escaped from Maryland to Canada via the Underground Railroad.,46,47,0.650995670995671,0.0,50,56,0.6572306778189131,0.1217056681595014
Samuel Green Jr,hasDescriptiveOccupation,Abolitionist,45,50,0.6305555555555555,0.0,23,27,0.5509259259259259,0.0
Samuel Green Jr,hasDescriptiveOccupation,Blacksmith,45,50,0.6305555555555555,0.0,23,27,0.5876750700280112,0.0
Samuel Green Jr,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,24,28,0.5564814814814815,0.0
Samuel Green Jr,hasFirstName,Samuel,63,71,0.7983091787439612,0.0,35,100,0.626984126984127,0.6348087971775132
Samuel Green Jr,hasName,Samuel Green,58,61,0.8039215686274509,0.0,60,100,0.6706349206349206,0.8955324150715727
Samuel Green Jr,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,15,19,0.5627450980392157,0.0
Samuel Green Jr,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,29,41,0.5617254273504274,0.0
Samuel Green Jr,hasSex,Male,80,100,0.8888888888888888,1.0,25,100,0.6046099290780141,0.3799783615910079
Samuel Green Jr,hasSurname,Green,65,67,0.8253968253968255,0.0,30,100,0.6251572327044025,0.6348087971775132
Samuel Green Jr,instance of,Person,36,41,0.5774410774410774,0.0,19,19,0.5981087470449172,0.0
