TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Richard Henry Boyd,hasDescription,"Enslaved. An organizer of the Texas Negro Baptist Convention (TNBC), Boyd worked to develop educational resources for black freedmen (as an alternative to education provided by the predominately white American Baptist Home Mission Society).",58,60,0.6870525988173046,0.0,40,50,0.6773488979777323,0.2137538738637261
Richard Henry Boyd,hasDescriptiveOccupation,Baptist Clergy,63,65,0.6662267471091,0.0,27,67,0.5367880485527544,0.1586936469535384
Richard Henry Boyd,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,15,100,0.5438155136268343,0.2789425453258252
Richard Henry Boyd,hasFirstName,Richard Henry,83,86,0.9019607843137256,0.0,59,100,0.6782464846980977,0.7090528735856639
Richard Henry Boyd,hasName,Richard Henry Boyd,78,82,0.8787878787878788,0.0,73,100,0.7676224611708483,0.9266368211041917
Richard Henry Boyd,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,17,19,0.5655913978494623,0.0
Richard Henry Boyd,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,35,33,0.5643605870020965,0.0
Richard Henry Boyd,hasSex,Male,75,80,0.8666666666666667,0.0,20,100,0.5917190775681341,0.335175743327926
Richard Henry Boyd,hasSurname,Boyd,83,87,0.9047619047619048,0.0,23,100,0.6026570048309179,0.6348087971775132
Richard Henry Boyd,instance of,Person,36,37,0.5774410774410774,0.0,16,17,0.5845410628019323,0.0
