TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
William Washington Browne,hasDescription,"Enslaved. A teacher and a temperance leader in various fraternal orders and lodges in Alabama and Virginia, Browne was the initial president of the first black-controlled bank to receive a charter.",90,100,0.9411764705882352,1.0,42,62,0.7206512571862712,0.3632785492300673
William Washington Browne,hasDescriptiveOccupation,Banker / Financial Industry Leader,68,70,0.8022875816993463,0.0,34,41,0.5761607971833834,0.0
William Washington Browne,hasDescriptiveOccupation,Entrepreneur,68,70,0.8022875816993463,0.0,23,25,0.580428175560919,0.0
William Washington Browne,hasDescriptiveOccupation,Fugitive Slave,68,70,0.8022875816993463,0.0,21,27,0.5357142857142857,0.0
William Washington Browne,hasDescriptiveOccupation,Organization Founder / Official,68,70,0.8022875816993463,0.0,35,47,0.5856922043010753,0.1362763414390864
William Washington Browne,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,16,16,0.5695652173913044,0.0
William Washington Browne,hasDescriptiveOccupation,Temperance Movement Leader,68,70,0.8022875816993463,0.0,30,35,0.5530743927125507,0.0
William Washington Browne,hasFirstName,William Washington,63,71,0.7983091787439612,0.0,56,100,0.7045088566827697,0.5905940088580992
William Washington Browne,hasName,William Washington Browne,58,61,0.8039215686274509,0.0,70,100,0.6878260869565217,0.7406279644120329
William Washington Browne,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,12,13,0.6049566294919455,0.0
William Washington Browne,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,26,57,0.5617254273504274,0.1337850929463124
William Washington Browne,hasSex,Male,80,100,0.8888888888888888,1.0,16,100,0.5987179487179487,0.3032160644503863
William Washington Browne,hasSurname,Browne,65,67,0.8253968253968255,0.0,23,100,0.580872011251758,0.5368927118515179
William Washington Browne,instance of,Person,36,41,0.5989057239057239,0.0,17,100,0.5868055555555555,0.2307679296112306
