TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
William Saunders Crowdy,hasDescription,"Enslaved. Founded the Church of God and Saints of Christ, was arrested 22 times while traveling as an itinerant preacher, and built the church infrastructure.",58,60,0.6870525988173046,0.0,38,62,0.6846491156617739,0.4073270741629865
William Saunders Crowdy,hasDescriptiveOccupation,Chef / Cook,63,65,0.6662267471091,0.0,26,62,0.5639320029563932,0.0833247129618516
William Saunders Crowdy,hasDescriptiveOccupation,Church Founder,63,65,0.6662267471091,0.0,30,100,0.5387623648493214,0.2053413200645045
William Saunders Crowdy,hasDescriptiveOccupation,Fugitive Slave,63,65,0.6662267471091,0.0,28,31,0.564021164021164,0.0
William Saunders Crowdy,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,17,20,0.549673202614379,0.0
William Saunders Crowdy,hasFirstName,William Saunders,83,86,0.9019607843137256,0.0,62,100,0.6689814814814815,0.7090528735856639
William Saunders Crowdy,hasName,William Saunders Crowdy,78,82,0.8787878787878788,0.0,78,100,0.7781803542673108,0.9266368211041917
William Saunders Crowdy,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,20,22,0.6370370370370371,0.0
William Saunders Crowdy,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,31,57,0.5349206349206349,0.1337850929463124
William Saunders Crowdy,hasSex,Male,75,80,0.8666666666666667,0.0,18,100,0.5904761904761905,0.335175743327926
William Saunders Crowdy,hasSurname,Crowdy,83,87,0.9047619047619048,0.0,29,100,0.5888888888888889,0.6348087971775132
William Saunders Crowdy,instance of,Person,36,37,0.5774410774410774,0.0,19,100,0.5751633986928105,0.2307679296112306
