TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Anna Julia Haywood Cooper,hasDescription,Enslaved. Considered to have written the first black  feminist manifesto. Authored A Voice from the South by a Black Woman of the South (1892) https://docsouth.unc.edu/church/cooper/menu.html .,90,100,0.9411764705882352,1.0,37,48,0.6582760753221552,0.1932534056890182
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Civil Rights Activist,68,70,0.8022875816993463,0.0,25,55,0.5398316821135613,0.0870123495045196
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Educator,68,70,0.8022875816993463,0.0,19,100,0.5581275720164609,0.1936032468785861
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Human Rights Activist,68,70,0.8022875816993463,0.0,24,55,0.5575396825396824,0.0870123495045196
Anna Julia Haywood Cooper,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,20,18,0.5436213991769546,0.0
Anna Julia Haywood Cooper,hasFirstName,Anna Julia Haywood,63,71,0.7983091787439612,0.0,49,71,0.6068783068783069,0.4744932943426848
Anna Julia Haywood Cooper,hasName,Anna Julia Haywood Cooper,58,61,0.8039215686274509,0.0,57,81,0.6454401154401155,0.7195469560601188
Anna Julia Haywood Cooper,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,15,22,0.6141242937853107,0.0
Anna Julia Haywood Cooper,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,26,57,0.5649448479956954,0.1122392891507702
Anna Julia Haywood Cooper,hasSex,Female,80,100,0.8888888888888888,1.0,29,100,0.5888888888888889,0.335175743327926
Anna Julia Haywood Cooper,hasSurname,Cooper,65,67,0.8253968253968255,0.0,29,100,0.5981087470449172,0.5797386715376658
Anna Julia Haywood Cooper,instance of,Person,36,41,0.5989057239057239,0.0,15,100,0.5873015873015873,0.1936032468785861
