TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
George Washington Woodbey,hasDescription,"Born Enslaved. In 1902 became the first African American to join the Socialist Party, mixing socialist messages with religion in his preaching and written pamphlets.",90,100,0.9411764705882352,1.0,44,57,0.7000209738581832,0.2933603497133276
George Washington Woodbey,hasDescriptiveOccupation,Baptist Clergy,68,70,0.8022875816993463,0.0,22,27,0.567547395133602,0.0
George Washington Woodbey,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,13,19,0.5432539682539682,0.0
George Washington Woodbey,hasDescriptiveOccupation,Socialist,68,70,0.8022875816993463,0.0,24,100,0.580928330928331,0.2789425453258252
George Washington Woodbey,hasFirstName,George Washington,63,71,0.7983091787439612,0.0,59,100,0.7068388330942134,0.6689625304957969
George Washington Woodbey,hasName,George Washington Woodbey,58,61,0.8039215686274509,0.0,76,100,0.7232520325203252,0.9266368211041917
George Washington Woodbey,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,13,14,0.5515151515151515,0.0
George Washington Woodbey,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,32,57,0.5687297376952549,0.161713780662529
George Washington Woodbey,hasSex,Male,80,100,0.8888888888888888,1.0,18,100,0.6,0.335175743327926
George Washington Woodbey,hasSurname,Woodbey,65,67,0.8253968253968255,0.0,29,100,0.6103174603174604,0.5797386715376658
George Washington Woodbey,instance of,Person,36,41,0.5989057239057239,0.0,21,100,0.5845410628019323,0.2789425453258252
