TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Amos Fortune,hasDescription,"Enslaved. Free before 13th Amendment. Enslaved and transported to America c. 1725, Fortune later became a tanner, a bookbinder, and a freedman.",58,60,0.6870525988173046,0.0,37,50,0.6009578656637481,0.1214039282303905
Amos Fortune,hasDescriptiveOccupation,Bookbinder,63,65,0.6662267471091,0.0,23,29,0.4956746956746956,0.0
Amos Fortune,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,17,100,0.557142857142857,0.2596979932401624
Amos Fortune,hasDescriptiveOccupation,Tanner,63,65,0.6662267471091,0.0,24,30,0.5682539682539683,0.0
Amos Fortune,hasFirstName,Amos,83,86,0.9019607843137256,0.0,28,100,0.6203703703703703,0.7092972666062738
Amos Fortune,hasName,Amos Fortune,78,82,0.8787878787878788,0.0,65,100,0.66,0.8955324150715727
Amos Fortune,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,13,14,0.5476190476190476,0.0
Amos Fortune,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,30,57,0.519356460532931,0.1414305679255449
Amos Fortune,hasSex,Male,75,80,0.8666666666666667,0.0,24,100,0.5266666666666667,0.3799783615910079
Amos Fortune,hasSurname,Fortune,83,87,0.9047619047619048,0.0,44,100,0.6163003663003663,0.7092972666062738
Amos Fortune,instance of,Person,36,37,0.5774410774410774,0.0,26,100,0.5841269841269842,0.2439557250000634
