TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Lewis Temple,hasDescription,"Unknown  Status at Birth, free Before 13th Amendment.",90,100,0.9411764705882352,1.0,34,68,0.6038616751100297,0.1303997200081277
Lewis Temple,hasDescriptiveOccupation,Abolitionist,68,70,0.8022875816993463,0.0,33,100,0.5774410774410774,0.3032160644503863
Lewis Temple,hasDescriptiveOccupation,Blacksmith,68,70,0.8022875816993463,0.0,34,100,0.5555555555555556,0.3032160644503863
Lewis Temple,hasDescriptiveOccupation,Inventor,68,70,0.8022875816993463,0.0,29,100,0.5737870619946092,0.3799783615910079
Lewis Temple,hasFirstName,Lewis,63,71,0.7983091787439612,0.0,30,100,0.5928571428571429,0.6348087971775132
Lewis Temple,hasName,Lewis Temple,58,61,0.8039215686274509,0.0,60,100,0.6706349206349206,0.8955324150715727
Lewis Temple,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,18,21,0.6055555555555556,0.0
Lewis Temple,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,34,57,0.5982993197278912,0.1757860783933462
Lewis Temple,hasSex,Male,80,100,0.8888888888888888,1.0,25,100,0.6041666666666666,0.3799783615910079
Lewis Temple,hasSurname,Temple,65,67,0.8253968253968255,0.0,35,100,0.626984126984127,0.6348087971775132
Lewis Temple,instance of,Person,36,41,0.5989057239057239,0.0,22,100,0.5972222222222222,0.3032160644503863
