TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Denmark Vesey,hasDescription,"Enslaved. Free before 13th Amendment. Likely born on the Caribbean sugar island of Saint Thomas, Denmark Vesey also experienced slavery in the U.S. before gaining his freedom. In 1822 Vesey planned an uprising but was caught and hanged with five followers.",58,60,0.6870525988173046,0.0,38,74,0.6307042396921695,0.2307451443924585
Denmark Vesey,hasDescriptiveOccupation,Abolitionist,63,65,0.6662267471091,0.0,23,27,0.6019157088122605,0.0
Denmark Vesey,hasDescriptiveOccupation,Carpenter,63,65,0.6662267471091,0.0,24,100,0.6062278031456113,0.2789425453258252
Denmark Vesey,hasDescriptiveOccupation,Sailor (Trading Vessel),63,65,0.6662267471091,0.0,40,47,0.5969837210246417,0.0
Denmark Vesey,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,17,100,0.5578431372549019,0.2789425453258252
Denmark Vesey,hasDescriptiveOccupation,Slave Revolt Leader,63,65,0.6662267471091,0.0,37,100,0.5255647680845951,0.2910691023819054
Denmark Vesey,hasFirstName,Denmark,83,86,0.9019607843137256,0.0,42,100,0.6611721611721612,0.7092972666062738
Denmark Vesey,hasName,Denmark Vesey,78,82,0.8787878787878788,0.0,67,100,0.7051282051282052,0.8955324150715727
Denmark Vesey,hasParticipantRole,Child,88,90,0.927536231884058,0.0,12,15,0.6091324200913242,0.0
Denmark Vesey,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,34,57,0.5975912975912975,0.3112574675270537
Denmark Vesey,hasSex,Male,75,80,0.8666666666666667,0.0,23,100,0.6046099290780141,0.3799783615910079
Denmark Vesey,hasSurname,Vesey,83,87,0.9047619047619048,0.0,32,100,0.6416666666666667,0.7092972666062738
Denmark Vesey,instance of,Person,36,37,0.5774410774410774,0.0,20,100,0.5868055555555555,0.5368927118515179
