TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Leonard Black,hasDescription,Born Enslaved. Free before 13th Amendment. Published a narrative in 1847 describing his experiences of enslavement and flight and his decision to become a Baptist minister.,46,47,0.650995670995671,0.0,29,33,0.5367627939479629,0.0724408192504198
Leonard Black,hasDescriptiveOccupation,Baptist Clergy,45,50,0.6305555555555555,0.0,28,37,0.5762244291656057,0.0
Leonard Black,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,24,26,0.5351851851851852,0.0
Leonard Black,hasDescriptiveOccupation,Slave Narrative Author,45,50,0.6305555555555555,0.0,31,38,0.5631313131313131,0.0
Leonard Black,hasFirstName,Leonard,63,71,0.7983091787439612,0.0,20,31,0.5479365079365079,0.0
Leonard Black,hasName,Leonard Black,58,61,0.8039215686274509,0.0,44,56,0.5821367521367522,0.368023208756115
Leonard Black,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,14,20,0.5583333333333332,0.0
Leonard Black,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,31,39,0.5411111111111112,0.0
Leonard Black,hasSex,Male,80,100,0.8888888888888888,1.0,25,29,0.6060606060606061,0.0
Leonard Black,hasSurname,Black,65,67,0.8253968253968255,0.0,30,100,0.6595238095238095,0.6348087971775132
Leonard Black,instance of,Person,36,41,0.5774410774410774,0.0,18,25,0.6010101010101009,0.0
