TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Charles Caldwell,hasDescription,"Enslaved. A Republican who served in the Mississippi constitutional convention and Senate and advocated for women's rights. He faced intimidation, particularly after an event known as the Clinton Riot, and in 1875 was assassinated .",46,47,0.650995670995671,0.0,35,57,0.6944707591259315,0.1592797710445549
Charles Caldwell,hasDescriptiveOccupation,Blacksmith,45,50,0.6305555555555555,0.0,20,100,0.5639194139194138,0.2307679296112306
Charles Caldwell,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,22,18,0.5441558441558442,0.0
Charles Caldwell,hasDescriptiveOccupation,State Legislator,45,50,0.6305555555555555,0.0,29,48,0.6006899174272057,0.1505569696020495
Charles Caldwell,hasFirstName,Charles,63,71,0.7983091787439612,0.0,36,100,0.599883855981417,0.6348087971775132
Charles Caldwell,hasName,Charles Caldwell,58,61,0.8039215686274509,0.0,67,100,0.6875,0.8955324150715727
Charles Caldwell,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,22,18,0.636231884057971,0.0
Charles Caldwell,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,30,42,0.5880070546737214,0.0
Charles Caldwell,hasSex,Male,80,100,0.8888888888888888,1.0,22,100,0.5955284552845529,0.3799783615910079
Charles Caldwell,hasSurname,Caldwell,65,67,0.8253968253968255,0.0,40,100,0.625,0.6348087971775132
Charles Caldwell,instance of,Person,36,41,0.5774410774410774,0.0,17,22,0.5925925925925926,0.0
