TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Archer Alexander,hasDescription,"Enslaved. Free before 13th Amendment. Described by William Greenleaf Eliot's The Story of Archer Alexander. From Slavery to Freedom, March 30, 1863 and portrayed in the Freedmen's Memorial to Abraham Lincoln, Archer was a fugitive slave who helped members of his family escape slavery.",90,100,0.9411764705882352,1.0,39,79,0.7303510630380936,0.2463192839107872
Archer Alexander,hasDescriptiveOccupation,Artist's Model,68,70,0.8022875816993463,0.0,32,67,0.5394557823129252,0.2202881505618297
Archer Alexander,hasDescriptiveOccupation,Freedman / Freedwoman,68,70,0.8022875816993463,0.0,36,38,0.5593253968253968,0.0
Archer Alexander,hasDescriptiveOccupation,Slave,68,70,0.8022875816993463,0.0,22,100,0.5417508417508418,0.0930205328057059
Archer Alexander,hasFirstName,Archer,63,71,0.7983091787439612,0.0,32,100,0.6519274376417233,0.6348087971775132
Archer Alexander,hasName,Archer Alexander,58,61,0.8039215686274509,0.0,67,100,0.6875,0.8955324150715727
Archer Alexander,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,19,21,0.6256410256410256,0.0
Archer Alexander,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,42,57,0.5711489898989899,0.1757860783933462
Archer Alexander,hasSex,Male,80,100,0.8888888888888888,1.0,22,100,0.6037414965986394,0.3799783615910079
Archer Alexander,hasSurname,Alexander,65,67,0.8253968253968255,0.0,44,100,0.6143790849673203,0.6348087971775132
Archer Alexander,instance of,Person,36,41,0.5989057239057239,0.0,21,100,0.5963718820861678,0.3032160644503863
