TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Patrick Francis Healy,hasDescription,"Enslaved. Free before 13th Amendment. A Roman Catholic priest who, upon finishing his studies at Catholic University of Louvain in Belgium in  26 July 1865, apparently became the first African American to earn a PhD. He was also the first African American Jesuit and served as the 29th president of Georgetown.",46,47,0.650995670995671,0.0,37,79,0.6761216702439833,0.2225310465580505
Patrick Francis Healy,hasDescriptiveOccupation,Educational Institution Official,45,50,0.6305555555555555,0.0,35,38,0.5779166666666667,0.0
Patrick Francis Healy,hasDescriptiveOccupation,Roman Catholic Clergy,45,50,0.6305555555555555,0.0,32,55,0.5494179894179895,0.098656215119193
Patrick Francis Healy,hasDescriptiveOccupation,Slave,45,50,0.6305555555555555,0.0,19,21,0.5492063492063491,0.0
Patrick Francis Healy,hasFirstName,Patrick Francis,63,71,0.7983091787439612,0.0,58,100,0.6462462462462463,0.6689625304957969
Patrick Francis Healy,hasName,Patrick Francis Healy,58,61,0.8039215686274509,0.0,72,100,0.7129987129987129,0.9266368211041917
Patrick Francis Healy,hasParticipantRole,Child,84,86,0.9066666666666666,0.0,14,20,0.5476190476190476,0.0
Patrick Francis Healy,hasParticipantRole,Deceased Person,84,86,0.9066666666666666,0.0,35,57,0.546031746031746,0.161713780662529
Patrick Francis Healy,hasSex,Male,80,100,0.8888888888888888,1.0,20,100,0.6018518518518519,0.335175743327926
Patrick Francis Healy,hasSurname,Healy,65,67,0.8253968253968255,0.0,24,100,0.6166666666666667,0.5797386715376658
Patrick Francis Healy,instance of,Person,36,41,0.5774410774410774,0.0,20,100,0.591919191919192,0.2789425453258252
