TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Tom also Molyneaux Molineaux,hasDescription,"Born Enslaved. Free before 13th Amendment. A professional boxer who was the first American to fight in an international bout, competing in England from 1803 to 1815 but facing significant setbacks in his career due to predatory managers, prejudice, and alcohol.",58,60,0.6870525988173046,0.0,37,39,0.6320976058155662,0.0581097908802531
Tom also Molyneaux Molineaux,hasDescriptiveOccupation,Boxer,63,65,0.6662267471091,0.0,17,100,0.5438775510204081,0.3032160644503863
Tom also Molyneaux Molineaux,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,21,20,0.5478260869565217,0.0
Tom also Molyneaux Molineaux,hasFirstName,Tom (also Molyneaux),83,86,0.9019607843137256,0.0,61,70,0.6656862745098039,0.0870123495045196
Tom also Molyneaux Molineaux,hasName,Tom (also Molyneaux) Molineaux,78,82,0.8787878787878788,0.0,67,81,0.70552871712292,0.2695176132460322
Tom also Molyneaux Molineaux,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,15,17,0.6080321285140563,0.0
Tom also Molyneaux Molineaux,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,27,57,0.5060572277963583,0.1999396583532245
Tom also Molyneaux Molineaux,hasSex,Male,75,80,0.8666666666666667,0.0,21,100,0.6075757575757575,0.3799783615910079
Tom also Molyneaux Molineaux,hasSurname,Molineaux,83,87,0.9047619047619048,0.0,47,100,0.6207729468599034,0.7092972666062738
Tom also Molyneaux Molineaux,instance of,Person,36,37,0.5618686868686869,0.0,23,100,0.5784580498866213,0.3448789397176421
