Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,on the text,"provided, the following ontology can be populated:",36,0.5757575757575758,14,0.5777777777777778,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,levi miller,24,0.46645021645021645,24,0.41919191919191917,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,levi miller,18,0.4239789196310935,24,0.41919191919191917,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,levi miller,30,0.4545454545454546,24,0.41919191919191917,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,miller,28,0.4452861952861953,33,0.0,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,levi,32,0.5192640692640692,20,0.47222222222222215,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,australian actor and model known for playing peter pan in pan (2015,24,0.47056277056277057,11,0.5693200663349917,0.0,0.0
instance of,person,actor and model known for playing peter pan in pan,"(2015), luke in better watch out (2016), and calvin in a wrinkle in time (2018)."")",23,0.517912457912458,9,0.4884823848238482,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,referstoplaceoforigin,place,44,0.5137085137085137,36,0.45555555555555555,0.0,0.0
instance of,person,referstoplaceoforigin,brisbane,44,0.5137085137085137,43,0.625,0.0,0.0
instance of,person,referstoplaceoforigin,queensland,44,0.5137085137085137,38,0.48888888888888893,0.0,0.0
instance of,person,referstoplaceoforigin,australia,44,0.5137085137085137,13,0.35185185185185186,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,not provided in the,text.,27,0.5093035619351408,18,0.45555555555555555,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasbirthdate,date_of_birth,35,0.5570707070707072,21,0.49572649572649574,0.0,0.0
instance of,person,hasbirthdate,30 september 2002,35,0.5570707070707072,26,0.4477124183006536,0.0,0.0
instance of,person,september,"2002"")",30,0.5353535353535354,0,0.0,0.0,0.0
