Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,is burwell,colbert. here are the ontology modules populated based on the text:,29,0.5242424242424243,14,0.49212271973466004,0.0,0.0
instance of,person,on the provided,"text, the agent is burwell colbert. here are the ontology modules populated based on the text:",38,0.5292929292929293,10,0.5621749408983452,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,burwell colbert,24,0.46645021645021645,19,0.45555555555555555,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,burwell colbert,18,0.4239789196310935,19,0.45555555555555555,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,burwell colbert,30,0.4545454545454546,19,0.45555555555555555,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,colbert,28,0.4452861952861953,31,0.0,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,burwell,32,0.5192640692640692,15,0.4365079365079365,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,enslaved by thomas jefferson,24,0.47056277056277057,29,0.5198412698412699,0.0,0.0
instance of,person,hasdescription,later freed by jefferson's will. worked as a glazier and painter at the university of virginia.,24,0.47056277056277057,12,0.6286549707602339,0.0,0.0
instance of,person,by thomas,"jefferson, later freed by jefferson's will. worked as a glazier and painter at the university of virginia."")",20,0.42424242424242414,11,0.6265432098765432,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
