Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
hasname,david drake f. m.c.,record,module:,15,0.0,15,0.46365914786967416,0.0,0.0
hasname,david drake f. m.c.,hasnamevariant,namevariant,67,0.9,27,0.5093035619351408,0.0,0.0
hasname,david drake f. m.c.,hasnamevariant,david a. drake,67,0.9,67,0.8764025448235975,0.0,1.0000000000000002
hasname,david drake f. m.c.,haspreferrednamevariant,preferrednamevariant,47,0.6728778467908904,26,0.42994987468671675,0.0,0.0
hasname,david drake f. m.c.,haspreferrednamevariant,david a. drake,47,0.6728778467908904,67,0.8764025448235975,0.0,1.0000000000000002
hasname,david drake f. m.c.,fullnameasstring,xsd:string,35,0.5773809523809524,14,0.3748538011695906,0.0,0.0
hasname,david drake f. m.c.,fullnameasstring,david a. drake,35,0.5773809523809524,67,0.8764025448235975,0.0,1.0000000000000002
hasname,david drake f. m.c.,hassurnameasstring,xsd: string,56,0.8574074074074074,20,0.4413875598086124,0.0,0.0
hasname,david drake f. m.c.,hassurnameasstring,drake,56,0.8574074074074074,42,0.6877192982456141,0.0,0.5797386715376658
hasname,david drake f. m.c.,hasfirstnameasstring,xsd: string,52,0.8483333333333334,20,0.4413875598086124,0.0,0.0
hasname,david drake f. m.c.,hasfirstnameasstring,david a.,52,0.8483333333333334,59,0.8842105263157894,0.0,0.5797386715376658
hasname,david drake f. m.c.,hasdescription,description,38,0.6190476190476191,20,0.3657628920786815,0.0,0.0
hasname,david drake f. m.c.,hasdescription,american author of science fiction and fantasy literature. a vietnam war veteran,38,0.6190476190476191,20,0.4873650472334683,0.0,0.0
hasname,david drake f. m.c.,hasdescription,he worked as a lawyer before becoming a writer in the military science fiction genre.,38,0.6190476190476191,21,0.4841787727236644,0.0,0.0
hasname,david drake f. m.c.,author of science fiction and fantasy,"literature. a vietnam war veteran, he worked as a lawyer before becoming a writer in the military science fiction genre."")",18,0.4831402831402832,20,0.5041415012942192,0.0,0.0
hasname,david drake f. m.c.,record,module:,15,0.0,15,0.46365914786967416,0.0,0.0
hasname,david drake f. m.c.,referstoplaceoforigin,place,21,0.41269841269841273,17,0.5017543859649123,0.0,0.0
hasname,david drake f. m.c.,referstoplaceoforigin,united states,21,0.41269841269841273,31,0.41592442645074224,0.0,0.0
hasname,david drake f. m.c.,record,module:,15,0.0,15,0.46365914786967416,0.0,0.0
hasname,david drake f. m.c.,hasagevalue,xsd:double,56,0.806060606060606,21,0.4859649122807017,0.0,0.0
hasname,david drake f. m.c.,hasagevalue,78,56,0.806060606060606,0,0.0,0.0,0.0
hasname,david drake f. m.c.,hasbirthdate,date_of_birth,53,0.7972222222222223,25,0.48133153396311296,0.0,0.0
hasname,david drake f. m.c.,hasbirthdate,september 24,53,0.7972222222222223,13,0.35818713450292394,0.0,0.0
hasname,david drake f. m.c.,hasbirthdate,1945,53,0.7972222222222223,0,0.0,0.0,0.0
hasname,david drake f. m.c.,hasdeathdate,date_of_death,53,0.6436507936507937,25,0.48133153396311296,0.0,0.0
hasname,david drake f. m.c.,hasdeathdate,december 10,53,0.6436507936507937,20,0.4413875598086124,0.0,0.0
hasname,david drake f. m.c.,hasdeathdate,2023,53,0.6436507936507937,0,0.0,0.0,0.0
hasname,david drake f. m.c.,record,module:,15,0.0,15,0.46365914786967416,0.0,0.0
hasname,david drake f. m.c.,hassex,sex_type,62,0.8222222222222222,7,0.3925438596491228,0.0,0.0
hasname,david drake f. m.c.,hassex,male,62,0.8222222222222222,17,0.5350877192982456,0.0,0.0
hasname,david drake f. m.c.,status record,module:,30,0.442002442002442,15,0.46365914786967416,0.0,0.0
hasname,david drake f. m.c.,hasstatusgeneratedevent,event,40,0.650448585231194,17,0.5017543859649123,0.0,0.0
