Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,lennox lewis,24,0.46645021645021645,22,0.47222222222222215,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,lennox lewis,18,0.4239789196310935,22,0.47222222222222215,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,lennox lewis,30,0.4545454545454546,22,0.47222222222222215,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,lewis,28,0.4452861952861953,36,0.5777777777777778,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,lennox,32,0.5192640692640692,33,0.5555555555555555,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,boxing commentator and former professional boxer who competed from 1989 to 2003. he is a three-time world heavyweight champion,24,0.47056277056277057,9,0.5158730158730159,0.0,0.0
instance of,person,hasdescription,a two-time lineal champion,24,0.47056277056277057,19,0.42735042735042733,0.0,0.0
instance of,person,hasdescription,and held the undisputed championship.,24,0.47056277056277057,19,0.41591591591591587,0.0,0.0
instance of,person,commentator and former professional boxer who competed from 1989 to,"2003. he is a three-time world heavyweight champion, a two-time lineal champion, and held the undisputed championship."")",21,0.5698778833107191,8,0.5722222222222223,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
