Shadrach Minkins	a	wikibase:Item
Shadrach Minkins	wdt:P21	wd:Q6581097
Shadrach Minkins	country of citizenship	Canada
Shadrach Minkins	place of burial	Mount Royal Cemetery
Shadrach Minkins	Commons category	"Shadrach
Shadrach Minkins	instance of	human
Shadrach Minkins	SNAC ARK ID	"w6wt09x0"
Shadrach Minkins	social classification	enslaved person
Shadrach Minkins	date of birth	"1814-01-01T00:00:00Z"^^xsd:dateTime
Shadrach Minkins	date of death	"1875-12-13T00:00:00Z"^^xsd:dateTime
Shadrach Minkins	VIAF ID	"23867392"
Shadrach Minkins	Library of Congress authority ID	"n96076507"
Shadrach Minkins	IdRef ID	"138759510"
Shadrach Minkins	Find a Grave memorial ID	"14750402"
Shadrach Minkins	given name	Shadrach
Shadrach Minkins	family name	Minkins
Shadrach Minkins	ISNI	"000000003524222X"
Shadrach Minkins	FAST ID	"378937"
Shadrach Minkins	Encyclopedia Virginia ID	"Minkins_Shadrach_d_1875"
Shadrach Minkins	BlackPast.org ID	"african-american-history/minkins-shadrach-1814-1875"
Shadrach Minkins	place of birth	Norfolk
Shadrach Minkins	place of death	Montreal
Shadrach Minkins	WorldCat Identities ID (superseded)	"lccn-n96076507"
Shadrach Minkins	languages spoken, written or signed	English
Shadrach Minkins	Freebase ID	"/m/0d_qh4"
Shadrach Minkins	Canadiana Name Authority ID	"ncf10418705"
Shadrach Minkins	Prabook ID	"1883700"
Shadrach Minkins	National Library of Israel J9U ID	"987007460052405171"
Shadrach Minkins	rdfs:label	"Shadrach
