Jared Maurice Arter	a	wikibase:Item
Jared Maurice Arter	VIAF ID	"56251813"
Jared Maurice Arter	instance of	human
Jared Maurice Arter	sex or gender	male
Jared Maurice Arter	date of birth	"1850-01-01T00:00:00Z"^^xsd:dateTime
Jared Maurice Arter	date of death	"1928-01-01T00:00:00Z"^^xsd:dateTime
Jared Maurice Arter	educated at	Pennsylvania State University
Jared Maurice Arter	educated at	Chicago Theological Seminary
Jared Maurice Arter	educated at	Hillsdale College
Jared Maurice Arter	FAST ID	"439375"
Jared Maurice Arter	Library of Congress authority ID	"no99074131"
Jared Maurice Arter	social classification	enslaved person
Jared Maurice Arter	given name	Jared
Jared Maurice Arter	religion or worldview	Baptists
Jared Maurice Arter	occupation	educator
Jared Maurice Arter	WorldCat Identities ID (superseded)	"lccn-no99074131"
Jared Maurice Arter	Freebase ID	"/m/02px_hk"
Jared Maurice Arter	Prabook ID	"2197470"
Jared Maurice Arter	Online Books Page author ID	"Arter,
Jared Maurice Arter	described at URL	<http://dbpedia.org/resource/Jared_Maurice_Arter>
Jared Maurice Arter	ISNI	"0000000041583864"
Jared Maurice Arter	rdfs:label	"Jared
