Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,salem poor,24,0.46645021645021645,25,0.48888888888888893,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,salem poor,18,0.4239789196310935,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,salem poor,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,poor,28,0.4452861952861953,40,0.6388888888888888,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,salem,32,0.5192640692640692,18,0.45555555555555555,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,originally a slave,24,0.47056277056277057,17,0.4444444444444444,0.0,0.0
instance of,person,hasdescription,salem poor bought his freedom in 1769 and enlisted in the army in 1775. he played a significant role in the american revolutionary war,24,0.47056277056277057,9,0.5704809286898839,0.0,0.0
instance of,person,hasdescription,particularly in the battle of bunker hill.,24,0.47056277056277057,17,0.503968253968254,0.0,0.0
instance of,person,a,"slave, salem poor bought his freedom in 1769 and enlisted in the army in 1775. he played a significant role in the american revolutionary war, particularly in the battle of bunker hill."")",17,0.6969696969696969,6,0.5662507427213309,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
