Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,william harvey carney,24,0.46645021645021645,22,0.4047619047619047,0.0,0.0
instance of,person,harvey,"carney, ""william harvey carney"")",24,0.5050505050505051,16,0.42013888888888884,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,william harvey carney,18,0.4239789196310935,22,0.4047619047619047,0.0,0.0
instance of,person,harvey,"carney, ""william harvey carney"")",24,0.5050505050505051,16,0.42013888888888884,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,william harvey carney,30,0.4545454545454546,22,0.4047619047619047,0.0,0.0
instance of,person,harvey,"carney, ""william harvey carney"")",24,0.5050505050505051,16,0.42013888888888884,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,carney,28,0.4452861952861953,33,0.5555555555555555,0.0,0.0
instance of,person,harvey,"carney, ""carney"")",24,0.5050505050505051,26,0.4477124183006536,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,william,32,0.5192640692640692,0,0.0,0.0,0.0
instance of,person,harvey,"carney, ""william"")",24,0.5050505050505051,17,0.4444444444444444,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,enslaved. free before the 13th amendment. soldier in the civil war,24,0.47056277056277057,14,0.5696969696969697,0.0,0.0
