Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,alonzo 'lon' franklin herndon,24,0.46645021645021645,23,0.4233716475095785,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,lon franklin herndon,18,0.4239789196310935,31,0.4388888888888889,0.0,0.0
instance of,person,franklin,"herndon"")",21,0.43813131313131315,53,0.6203703703703703,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,alonzo 'lon' franklin herndon,30,0.4545454545454546,23,0.4233716475095785,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,herndon,28,0.4452861952861953,62,0.6626984126984127,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,alonzo,32,0.5192640692640692,33,0.5555555555555555,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,from enslaved to a successful entrepreneur and businessman,24,0.47056277056277057,16,0.5065134099616858,0.0,0.0
instance of,person,hasdescription,founder of the atlanta family life insurance company.,24,0.47056277056277057,17,0.41404612159329135,0.0,0.0
instance of,person,enslaved to a successful entrepreneur and,"businessman, founder of the atlanta family life insurance company."")",27,0.568120226656812,14,0.5022875816993464,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,referstoplaceoforigin,place,44,0.5137085137085137,36,0.45555555555555555,0.0,0.0
