Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,on the provided,"text, the following ontology can be populated:",38,0.5292929292929293,12,0.5217391304347826,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_name,name,32,0.537878787878788,20,0.47222222222222215,0.0,0.0
instance of,person,has_name,harriet evans paine,32,0.537878787878788,24,0.44152046783625726,0.0,0.0
instance of,person,evans,"paine, 'harriet evans paine')",25,0.5131313131313131,29,0.518199233716475,0.0,0.0
instance of,person,has_surname,surname,27,0.49242424242424243,31,0.5396825396825397,0.0,0.0
instance of,person,has_surname,paine,27,0.49242424242424243,36,0.5777777777777778,0.0,0.0
instance of,person,evans,"paine, 'paine')",25,0.5131313131313131,29,0.45555555555555555,0.0,0.0
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0
instance of,person,has_first_name,harriet,40,0.5692640692640693,15,0.4365079365079365,0.0,0.0
instance of,person,evans,"paine, 'harriet')",25,0.5131313131313131,26,0.4477124183006536,0.0,0.0
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0
instance of,person,has_alternate_name,aunt harriet,34,0.5107744107744108,11,0.3333333333333333,0.0,0.0
instance of,person,evans,"paine, 'aunt harriet')",25,0.5131313131313131,21,0.4343434343434343,0.0,0.0
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0
instance of,person,has_interagent_relationship_type,slave,33,0.5340909090909091,18,0.0,0.0,0.0
instance of,person,evans,"paine, 'slave')",25,0.5131313131313131,29,0.5611111111111111,0.0,0.0
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0
instance of,person,is_relationship_to,swan and jerusha hardin,34,0.5798460798460798,28,0.4468599033816425,0.0,0.0
instance of,person,evans,"paine, 'swan and jerusha hardin')",25,0.5131313131313131,26,0.5126262626262627,0.0,0.0
instance of,person,role record,module:,27,0.49242424242424243,15,0.0,0.0,0.0
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0
instance of,person,has_participant_role,thimble girl,32,0.5668831168831169,22,0.4166666666666667,0.0,0.0
instance of,person,has_participant_role,servant,32,0.5668831168831169,46,0.6428571428571429,0.0,0.0
instance of,person,evans,"paine, 'thimble girl'), has_participant_role(harriet evans paine, 'servant')",25,0.5131313131313131,15,0.5818713450292398,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,not provided in the,text.,27,0.5093035619351408,18,0.45555555555555555,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_occupation,occupation,24,0.38311688311688313,38,0.48888888888888893,0.0,0.0
instance of,person,has_occupation,storyteller,24,0.38311688311688313,24,0.47979797979797983,0.0,0.0
instance of,person,has_occupation,oral historian,24,0.38311688311688313,40,0.4603174603174603,0.0,0.0
instance of,person,evans,"paine, 'storyteller'), has_occupation(harriet evans paine, 'oral historian')",25,0.5131313131313131,15,0.6374269005847953,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.49572649572649574,0.0,0.0
instance of,person,has_birthdate,1822,33,0.5463869463869464,0,0.0,0.0,0.0
instance of,person,evans,"paine, '1822')",25,0.5131313131313131,20,0.4603174603174603,0.0,0.0
instance of,person,has_deathdate,date_of_death,33,0.39044289044289043,21,0.49572649572649574,0.0,0.0
instance of,person,has_deathdate,1917,33,0.39044289044289043,0,0.0,0.0,0.0
instance of,person,evans,"paine, '1917')",25,0.5131313131313131,20,0.4603174603174603,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,not provided in the,text.,27,0.5093035619351408,18,0.45555555555555555,0.0,0.0
instance of,person,descriptor record,module:,29,0.5398523045581869,15,0.0,0.0,0.0
instance of,person,not provided in the,text.,27,0.5093035619351408,18,0.45555555555555555,0.0,0.0
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0
instance of,person,has_person_status,slave,29,0.449554367201426,18,0.0,0.0,0.0
instance of,person,has_person_status,freed person,29,0.449554367201426,67,0.3333333333333333,0.0,0.5797386715376658
instance of,person,evans,"paine, 'slave'), has_person_status(harriet evans paine, 'freed person')",25,0.5131313131313131,16,0.5837245696400625,0.0,0.23076792961123066
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0
instance of,person,has_status_generating_event,birth,26,0.4799102132435466,18,0.45555555555555555,0.0,0.0
instance of,person,has_status_generating_event,juneteenth,26,0.4799102132435466,25,0.3444444444444444,0.0,0.0
instance of,person,has_status_generating_event,1865,26,0.4799102132435466,0,0.0,0.0,0.0
hasname,harriet evans,on the provided,"text, the following ontology can be populated:",18,0.4317460317460317,20,0.4297658862876254,0.0,0.0
hasname,harriet evans,record,module:,15,0.0,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_name,name,93,0.9708333333333333,24,0.5512820512820512,0.0,0.0
hasname,harriet evans,has_name,harriet evans paine,93,0.9708333333333333,81,0.9368421052631579,0.0,0.7092972666062739
hasname,harriet evans,evans,"paine, 'harriet evans paine')",33,0.565079365079365,62,0.6622458001768347,0.0,0.4494364165239822
hasname,harriet evans,has_surname,surname,78,0.9151515151515152,20,0.442002442002442,0.0,0.0
hasname,harriet evans,has_surname,paine,78,0.9151515151515152,33,0.6102564102564102,0.0,0.0
hasname,harriet evans,evans,"paine, 'paine')",33,0.565079365079365,43,0.6207570207570208,0.0,0.0
hasname,harriet evans,has_first_name,first_name,67,0.5476190476190476,26,0.5760683760683761,0.0,0.0
hasname,harriet evans,has_first_name,harriet,67,0.5476190476190476,70,0.9076923076923077,0.0,0.5797386715376658
hasname,harriet evans,evans,"paine, 'harriet')",33,0.565079365079365,47,0.5072182719241543,0.0,0.33609692727625756
hasname,harriet evans,has_alternate_name,alternate_name,56,0.6746031746031745,37,0.5842490842490843,0.0,0.0
hasname,harriet evans,has_alternate_name,aunt harriet,56,0.6746031746031745,56,0.665954415954416,0.0,0.33609692727625756
hasname,harriet evans,evans,"paine, 'aunt harriet')",33,0.565079365079365,40,0.5763403263403264,0.0,0.2605556710562624
hasname,harriet evans,relationship record,module:,23,0.5106516290726817,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_interagent_relationship_type,relationship_type,31,0.6259920634920636,33,0.5548373195432018,0.0,0.0
hasname,harriet evans,has_interagent_relationship_type,slave,31,0.6259920634920636,22,0.517948717948718,0.0,0.0
hasname,harriet evans,evans,"paine, 'slave')",33,0.565079365079365,36,0.6329059829059829,0.0,0.0
hasname,harriet evans,is_relationship_to,agent,16,0.43121693121693117,33,0.6102564102564102,0.0,0.0
hasname,harriet evans,is_relationship_to,swan and jerusha hardin,16,0.43121693121693117,28,0.5190316929447364,0.0,0.0
hasname,harriet evans,evans,"paine, 'swan and jerusha hardin')",33,0.565079365079365,30,0.49426961926961926,0.0,0.0
hasname,harriet evans,role record,module:,11,0.41125541125541126,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_participant_role,participant_role_type,37,0.5904761904761905,35,0.5821123321123322,0.0,0.0
hasname,harriet evans,has_participant_role,thimble girl,37,0.5904761904761905,32,0.547008547008547,0.0,0.0
hasname,harriet evans,has_participant_role,servant,37,0.5904761904761905,40,0.543040293040293,0.0,0.0
hasname,harriet evans,evans,"paine, 'thimble girl'), has_participant_role(harriet evans paine, 'servant')",33,0.565079365079365,29,0.5547683310841206,0.0,0.3351757433279261
hasname,harriet evans,record,module:,15,0.0,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,not provided in the,text.,15,0.46365914786967416,22,0.517948717948718,0.0,0.0
hasname,harriet evans,record,module:,15,0.0,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_occupation,occupation,38,0.6190476190476191,26,0.48589743589743595,0.0,0.0
hasname,harriet evans,has_occupation,storyteller,38,0.6190476190476191,25,0.47377622377622375,0.0,0.0
hasname,harriet evans,has_occupation,oral historian,38,0.6190476190476191,37,0.6302401302401303,0.0,0.0
hasname,harriet evans,evans,"paine, 'storyteller'), has_occupation(harriet evans paine, 'oral historian')",33,0.565079365079365,29,0.5547683310841206,0.0,0.3351757433279261
hasname,harriet evans,record,module:,15,0.0,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_birthdate,date_of_birth,50,0.553113553113553,23,0.4551282051282051,0.0,0.0
hasname,harriet evans,has_birthdate,1822,50,0.553113553113553,0,0.0,0.0,0.0
hasname,harriet evans,evans,"paine, '1822')",33,0.565079365079365,30,0.5311355311355311,0.0,0.0
hasname,harriet evans,has_deathdate,date_of_death,50,0.632967032967033,31,0.5230769230769231,0.0,0.0
hasname,harriet evans,has_deathdate,1917,50,0.632967032967033,0,0.0,0.0,0.0
hasname,harriet evans,evans,"paine, '1917')",33,0.565079365079365,30,0.5311355311355311,0.0,0.0
hasname,harriet evans,record,module:,15,0.0,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,not provided in the,text.,15,0.46365914786967416,22,0.517948717948718,0.0,0.0
hasname,harriet evans,descriptor record,module:,17,0.3011204481792717,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,not provided in the,text.,15,0.46365914786967416,22,0.517948717948718,0.0,0.0
hasname,harriet evans,status record,module:,30,0.442002442002442,10,0.40659340659340665,0.0,0.0
hasname,harriet evans,has_person_status,slave,42,0.6028011204481792,22,0.517948717948718,0.0,0.0
hasname,harriet evans,has_person_status,freed person,42,0.6028011204481792,40,0.6120268620268621,0.0,0.0
hasname,harriet evans,evans,"paine, 'slave'), has_person_status(harriet evans paine, 'freed person')",33,0.565079365079365,31,0.5738533766702781,0.0,0.3351757433279261
hasname,harriet evans,has_status_generating_event,event,35,0.6375661375661376,33,0.517948717948718,0.0,0.0
hasname,harriet evans,has_status_generating_event,birth,35,0.6375661375661376,22,0.6192307692307693,0.0,0.0
hasname,harriet evans,has_status_generating_event,juneteenth,35,0.6375661375661376,35,0.5692307692307693,0.0,0.0
hasname,harriet evans,has_status_generating_event,1865,35,0.6375661375661376,0,0.0,0.0,0.0
hasfirstname,harriet,on the provided,"text, the following ontology can be populated:",22,0.3666666666666667,15,0.3861283643892339,0.0,0.0
hasfirstname,harriet,record,module:,22,0.4166666666666667,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_name,name,70,0.8736111111111112,36,0.5952380952380952,0.0,0.0
hasfirstname,harriet,has_name,harriet evans paine,70,0.8736111111111112,54,0.8736842105263157,0.0,0.44943641652398214
hasfirstname,harriet,evans,"paine, 'harriet evans paine')",24,0.5055555555555555,39,0.6042692939244664,0.0,0.3032160644503863
hasfirstname,harriet,has_surname,surname,70,0.8733164983164984,29,0.5238095238095238,0.0,0.0
hasfirstname,harriet,has_surname,paine,70,0.8733164983164984,50,0.6761904761904761,0.0,0.0
hasfirstname,harriet,evans,"paine, 'paine')",24,0.5055555555555555,27,0.5428571428571428,0.0,0.0
hasfirstname,harriet,has_first_name,first_name,92,0.9666666666666667,24,0.4904761904761905,0.0,0.0
hasfirstname,harriet,has_first_name,harriet,92,0.9666666666666667,100,1.0,0.0,1.0
hasfirstname,harriet,evans,"paine, 'harriet')",24,0.5055555555555555,58,0.5189075630252101,0.0,0.5797386715376658
hasfirstname,harriet,has_alternate_name,alternate_name,60,0.6759259259259259,29,0.5357142857142857,0.0,0.0
hasfirstname,harriet,has_alternate_name,aunt harriet,60,0.6759259259259259,74,0.7182539682539684,0.0,0.5797386715376658
hasfirstname,harriet,evans,"paine, 'aunt harriet')",24,0.5055555555555555,48,0.5844155844155844,0.0,0.44943641652398214
hasfirstname,harriet,relationship record,module:,32,0.5077276524644946,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_interagent_relationship_type,relationship_type,36,0.6030092592592592,25,0.5361344537815126,0.0,0.0
hasfirstname,harriet,has_interagent_relationship_type,slave,36,0.6030092592592592,33,0.5619047619047619,0.0,0.0
hasfirstname,harriet,evans,"paine, 'slave')",24,0.5055555555555555,27,0.5428571428571428,0.0,0.0
hasfirstname,harriet,is_relationship_to,agent,27,0.6203703703703703,50,0.5619047619047619,0.0,0.0
hasfirstname,harriet,is_relationship_to,swan and jerusha hardin,27,0.6203703703703703,27,0.40855762594893025,0.0,0.0
hasfirstname,harriet,evans,"paine, 'swan and jerusha hardin')",24,0.5055555555555555,20,0.5064935064935064,0.0,0.0
hasfirstname,harriet,role record,module:,17,0.44949494949494956,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_participant_role,participant_role_type,44,0.6962962962962962,36,0.5841269841269842,0.0,0.0
hasfirstname,harriet,has_participant_role,thimble girl,44,0.6962962962962962,32,0.5595238095238095,0.0,0.0
hasfirstname,harriet,has_participant_role,servant,44,0.6962962962962962,29,0.5238095238095238,0.0,0.0
hasfirstname,harriet,evans,"paine, 'thimble girl'), has_participant_role(harriet evans paine, 'servant')",24,0.5055555555555555,17,0.5545112781954887,0.0,0.23076792961123066
hasfirstname,harriet,record,module:,22,0.4166666666666667,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,not provided in the,text.,19,0.4266081871345029,33,0.0,0.0,0.0
hasfirstname,harriet,record,module:,22,0.4166666666666667,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_occupation,occupation,38,0.5873015873015873,24,0.46507936507936504,0.0,0.0
hasfirstname,harriet,has_occupation,storyteller,38,0.5873015873015873,22,0.45598845598845594,0.0,0.0
hasfirstname,harriet,has_occupation,oral historian,38,0.5873015873015873,29,0.6238095238095238,0.0,0.0
hasfirstname,harriet,evans,"paine, 'storyteller'), has_occupation(harriet evans paine, 'oral historian')",24,0.5055555555555555,17,0.5545112781954887,0.0,0.23076792961123066
hasfirstname,harriet,record,module:,22,0.4166666666666667,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_birthdate,date_of_birth,64,0.8324786324786324,30,0.543040293040293,0.0,0.0
hasfirstname,harriet,has_birthdate,1822,64,0.8324786324786324,0,0.0,0.0,0.0
hasfirstname,harriet,evans,"paine, '1822')",24,0.5055555555555555,29,0.5476190476190476,0.0,0.0
hasfirstname,harriet,has_deathdate,date_of_death,48,0.5982905982905983,30,0.442002442002442,0.0,0.0
hasfirstname,harriet,has_deathdate,1917,48,0.5982905982905983,0,0.0,0.0,0.0
hasfirstname,harriet,evans,"paine, '1917')",24,0.5055555555555555,29,0.5476190476190476,0.0,0.0
hasfirstname,harriet,record,module:,22,0.4166666666666667,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,not provided in the,text.,19,0.4266081871345029,33,0.0,0.0,0.0
hasfirstname,harriet,descriptor record,module:,28,0.50359477124183,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,not provided in the,text.,19,0.4266081871345029,33,0.0,0.0,0.0
hasfirstname,harriet,status record,module:,32,0.5427350427350427,14,0.42857142857142855,0.0,0.0
hasfirstname,harriet,has_person_status,slave,48,0.6857298474945533,33,0.5619047619047619,0.0,0.0
hasfirstname,harriet,has_person_status,freed person,48,0.6857298474945533,21,0.44841269841269843,0.0,0.0
hasfirstname,harriet,evans,"paine, 'slave'), has_person_status(harriet evans paine, 'freed person')",24,0.5055555555555555,18,0.5566733735747821,0.0,0.23076792961123066
hasfirstname,harriet,has_status_generating_event,event,41,0.5833333333333334,33,0.44761904761904764,0.0,0.0
hasfirstname,harriet,has_status_generating_event,birth,41,0.5833333333333334,33,0.44761904761904764,0.0,0.0
hasfirstname,harriet,has_status_generating_event,juneteenth,41,0.5833333333333334,24,0.49523809523809526,0.0,0.0
hasfirstname,harriet,has_status_generating_event,1865,41,0.5833333333333334,0,0.0,0.0,0.0
hassurname,evans,on the provided,"text, the following ontology can be populated:",24,0.3888888888888889,12,0.4811594202898551,0.0,0.0
hassurname,evans,record,module:,25,0.4222222222222222,17,0.0,0.0,0.0
hassurname,evans,has_name,name,78,0.9008333333333334,22,0.48333333333333334,0.0,0.0
hassurname,evans,has_name,harriet evans paine,78,0.9008333333333334,42,0.6877192982456141,0.0,0.4494364165239821
hassurname,evans,evans,"paine, 'harriet evans paine')",27,0.5222222222222221,29,0.45670498084291183,0.0,0.3032160644503863
hassurname,evans,has_surname,surname,95,0.9787878787878788,17,0.3952380952380952,0.0,0.0
