Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,on the provided,"text, the following ontology modules can be populated:",38,0.5292929292929293,10,0.5185185185185185,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_name,name,32,0.537878787878788,20,0.47222222222222215,0.0,0.0
instance of,person,has_name,levi zane miller,32,0.537878787878788,18,0.4861111111111111,0.0,0.0
instance of,person,zane,"miller, 'levi zane miller')",40,0.5631313131313131,18,0.5370370370370371,0.0,0.0
instance of,person,has_surname,surname,27,0.49242424242424243,31,0.5396825396825397,0.0,0.0
instance of,person,has_surname,miller,27,0.49242424242424243,33,0.0,0.0,0.0
instance of,person,zane,"miller, 'miller')",40,0.5631313131313131,17,0.48366013071895425,0.0,0.0
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0
instance of,person,has_first_name,levi,40,0.5692640692640693,20,0.47222222222222215,0.0,0.0
instance of,person,zane,"miller, 'levi')",40,0.5631313131313131,19,0.48888888888888893,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_occupation,occupation,24,0.38311688311688313,38,0.48888888888888893,0.0,0.0
instance of,person,has_occupation,actor,24,0.38311688311688313,18,0.41111111111111115,0.0,0.0
instance of,person,has_occupation,model,24,0.38311688311688313,18,0.45555555555555555,0.0,0.0
instance of,person,zane,"miller, 'actor'), has_occupation(levi zane miller, 'model')",40,0.5631313131313131,15,0.5894538606403014,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_age,age,33,0.45598845598845594,22,0.5,0.0,0.0
instance of,person,text does not provide information on levi zane,miller's current age.,21,0.5231298492168058,30,0.6190476190476191,0.0,0.0
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.49572649572649574,0.0,0.0
instance of,person,has_birthdate,30 september 2002,33,0.5463869463869464,26,0.4477124183006536,0.0,0.0
instance of,person,zane,"miller, '30 september 2002')",40,0.5631313131313131,18,0.5357142857142857,0.0,0.0
instance of,person,text does not provide information to populate the interagent relationship record,"module, sex record module, race record module, ethnolinguistic descriptor record module, or person status record module.",18,0.5446969696969698,10,0.5583333333333333,0.0,0.10322968076161108
