Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,powhatan beaty,24,0.46645021645021645,30,0.5714285714285715,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,powhatan beaty,18,0.4239789196310935,30,0.5714285714285715,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,powhatan beaty,30,0.4545454545454546,30,0.5714285714285715,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,beaty,28,0.4452861952861953,18,0.45555555555555555,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,powhatan,32,0.5192640692640692,43,0.625,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,powhatan beaty was an african american soldier and actor. during the american civil war,24,0.47056277056277057,13,0.578544061302682,0.0,0.0
instance of,person,hasdescription,he served in the union army's 5th united states colored infantry regiment. he received america's highest military decoration,24,0.47056277056277057,8,0.49121863799283155,0.0,0.0
instance of,person,hasdescription,the medal of honor,24,0.47056277056277057,25,0.48148148148148145,0.0,0.0
instance of,person,hasdescription,for taking command of his company at the battle of chaffin's farm. following the war,24,0.47056277056277057,11,0.5793650793650794,0.0,0.0
instance of,person,hasdescription,he became an orator and actor,24,0.47056277056277057,23,0.518199233716475,0.0,0.0
