Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,moses williams,24,0.46645021645021645,20,0.4603174603174603,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,moses williams,18,0.4239789196310935,20,0.4603174603174603,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,moses williams,30,0.4545454545454546,20,0.4603174603174603,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,williams,28,0.4452861952861953,14,0.0,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,moses,32,0.5192640692640692,36,0.41111111111111115,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,african-american visual artist,24,0.47056277056277057,17,0.4222222222222222,0.0,0.0
instance of,person,hasdescription,particularly well known as a maker of silhouettes. he was formerly enslaved by the artist charles willson peale.,24,0.47056277056277057,10,0.5734126984126985,0.0,0.0
instance of,person,visual,"artist, particularly well known as a maker of silhouettes. he was formerly enslaved by the artist charles willson peale."")",35,0.5909090909090909,9,0.5163934426229508,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,referstoplaceoforigin,place,44,0.5137085137085137,36,0.45555555555555555,0.0,0.0
instance of,person,referstoplaceoforigin,philadelphia,44,0.5137085137085137,22,0.5,0.0,0.0
