Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,lott cary,24,0.46645021645021645,13,0.4259259259259259,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,lott cary,18,0.4239789196310935,13,0.4259259259259259,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,lott cary,30,0.4545454545454546,13,0.4259259259259259,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,cary,28,0.4452861952861953,20,0.47222222222222215,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,lott,32,0.5192640692640692,20,0.0,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,african-american baptist minister and lay physician who was a missionary leader in the founding of the colony of liberia on the west coast of africa in the 1820s.,24,0.47056277056277057,7,0.5123456790123456,0.0,0.0
instance of,person,baptist minister and lay physician who was a missionary leader in the founding of the colony of liberia on the west coast of africa in the,"1820s."")",15,0.5720245937637242,14,0.4305555555555555,0.19431434016858148,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,referstoplaceoforigin,place,44,0.5137085137085137,36,0.45555555555555555,0.0,0.0
instance of,person,referstoplaceoforigin,charles city county,44,0.5137085137085137,32,0.44152046783625726,0.0,0.0
