TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Clement Garnett Morgan,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasNameVariant,"hasNameVariant(Clement Garnett Morgan, ""Clement Garnett Morgan"")",21,22,0.4496434937611408,0.0,11,23,0.5038194444444445,0.0
Clement Garnett Morgan,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Clement Garnett Morgan, ""Clement G. Morgan"")",16,17,0.4822843822843823,0.0,14,19,0.5689542483660132,0.0
Clement Garnett Morgan,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Clement Garnett Morgan, ""Clement Garnett Morgan"")",20,28,0.35805422647527907,0.0,10,15,0.49,0.0
Clement Garnett Morgan,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Clement Garnett Morgan, ""Morgan"")",25,26,0.43088023088023086,0.0,12,19,0.49408014571948994,0.0
Clement Garnett Morgan,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Clement Garnett Morgan, ""Clement"")",29,30,0.5040466779597215,0.0,11,18,0.4930555555555555,0.0
Clement Garnett Morgan,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasDescription,"hasDescription(Clement Garnett Morgan, ""From enslaved to free, then to attorney, civil rights activist, and city official. Key status-generating events include his freedom by the Emancipation Proclamation and his education at Harvard University and its law school."")",21,22,0.5772430184194891,0.0,4,5,0.5507101086048455,0.0
Clement Garnett Morgan,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Clement Garnett Morgan, ""Virginia"")",29,41,0.4998196248196248,0.0,16,17,0.5906432748538011,0.0
Clement Garnett Morgan,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. has_Race,"has_Race(Clement Garnett Morgan, ""African-American"")",36,38,0.49242424242424243,0.0,14,19,0.5098290598290598,0.0
Clement Garnett Morgan,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasBirthDate,"hasBirthDate(Clement Garnett Morgan, ""1859"")",31,32,0.3767676767676768,0.0,16,22,0.5025252525252525,0.0
Clement Garnett Morgan,instance of,Person,2. hasDeathDate,"hasDeathDate(Clement Garnett Morgan, ""June 1, 1929"")",31,32,0.46262626262626255,0.0,14,19,0.41452991452991456,0.0
Clement Garnett Morgan,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasSex,"hasSex(Clement Garnett Morgan, ""Male"")",20,21,0.42424242424242414,0.0,18,25,0.4239766081871345,0.0
Clement Garnett Morgan,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Clement Garnett Morgan, ""Emancipation Proclamation, Education at Harvard University and its law school"")",27,28,0.4809634809634809,0.0,7,9,0.5711805555555555,0.0
Clement Garnett Morgan,instance of,Person,2. hasValue,"hasValue(Clement Garnett Morgan, ""Free Person, Attorney, Civil Rights Activist, City Official"")",27,29,0.404040404040404,0.0,12,100,0.5766081871345029,0.2097553962782169
Clement Garnett Morgan,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasValue,"hasValue(Clement Garnett Morgan, ""Attorney, Civil Rights Activist, City Official"")",27,29,0.404040404040404,0.0,9,12,0.49810298102981027,0.0
Clement Garnett Morgan,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Clement Garnett Morgan, ""Spouse"")",23,33,0.5340909090909091,0.0,14,15,0.5042328042328043,0.0
Clement Garnett Morgan,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Clement Garnett Morgan, ""Gertrude Wright"")",33,34,0.5494417862838915,0.0,12,16,0.5060263653483993,0.0
Clement Garnett Morgan,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Gertrude Wright, ""Clement Garnett Morgan"")",31,32,0.536075036075036,0.0,12,16,0.5051001821493625,0.0
Clement Garnett Morgan,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Clement Garnett Morgan,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Clement Garnett Morgan, ""Founding Member"")",28,29,0.5574242424242425,0.0,14,15,0.5863247863247864,0.0
Clement Garnett Morgan,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Clement Garnett Morgan, ""Founding of the Niagara Movement and of the Boston branch of the National Association for the Advancement of Colored People"")",14,15,0.3719548425430778,0.0,7,5,0.48787878787878786,0.0
Clement Garnett Morgan,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Clement Garnett Morgan,hasSex,Male,1. hasNameVariant,"hasNameVariant(Clement Garnett Morgan, ""Clement Garnett Morgan"")",35,36,0.6339869281045751,0.0,12,15,0.6041666666666666,0.0
Clement Garnett Morgan,hasSex,Male,2. hasPreferredNameVariant,"hasPreferredNameVariant(Clement Garnett Morgan, ""Clement G. Morgan"")",25,26,0.6068376068376068,0.0,11,12,0.4869281045751634,0.0
Clement Garnett Morgan,hasSex,Male,3. fullNameAsString,"string): fullNameAsString(Clement Garnett Morgan, ""Clement Garnett Morgan"")",24,25,0.4795321637426901,0.0,10,12,0.4855555555555555,0.0
Clement Garnett Morgan,hasSex,Male,4. hasSurnameAsString,"string): hasSurnameAsString(Clement Garnett Morgan, ""Morgan"")",37,38,0.6904761904761904,0.0,9,12,0.4886156648451731,0.0
Clement Garnett Morgan,hasSex,Male,5. hasFirstnameAsString,"string): hasFirstnameAsString(Clement Garnett Morgan, ""Clement"")",28,36,0.6135265700483091,0.0,12,11,0.48784722222222215,0.0
Clement Garnett Morgan,hasSex,Male,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
Clement Garnett Morgan,hasSex,Male,1. hasDescription,"hasDescription(Clement Garnett Morgan, ""From enslaved to free, then to attorney, civil rights activist, and city official. Key status-generating events include his freedom by the Emancipation Proclamation and his education at Harvard University and its law school."")",35,36,0.6339869281045751,0.0,3,3,0.5883458646616542,0.0
Clement Garnett Morgan,hasSex,Male,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Clement Garnett Morgan,hasSex,Male,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Clement Garnett Morgan, ""Virginia"")",13,14,0.3055555555555555,0.0,10,14,0.489766081871345,0.0
Clement Garnett Morgan,hasSex,Male,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Clement Garnett Morgan,hasSex,Male,1. has_Race,"has_Race(Clement Garnett Morgan, ""African-American"")",47,50,0.5909090909090909,0.0,11,15,0.6089743589743589,0.0
Clement Garnett Morgan,hasSex,Male,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
