TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Anthony Burns,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Name,"has_Name(Anthony Burns, ""Anthony Burns"")",27,29,0.404040404040404,0.0,22,21,0.5194444444444445,0.0
Anthony Burns,instance of,Person,2. has_Surname,"has_Surname(Anthony Burns, ""Burns"")",24,25,0.47056277056277057,0.0,20,19,0.5253968253968254,0.0
Anthony Burns,instance of,Person,3. has_First_Name,"has_First_Name(Anthony Burns, ""Anthony"").",36,37,0.3719548425430778,0.0,21,18,0.5184281842818428,0.0
Anthony Burns,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Anthony Burns, ""Enslaver or Owner""), has_Interagent_Relationship_Type_To(Anthony Burns, ""Abolitionist"")",24,29,0.520933014354067,0.0,7,12,0.4897681854516387,0.0
Anthony Burns,instance of,Person,2. is_Relationship_To,"is_Relationship_To(Anthony Burns, ""Millspaugh""), is_Relationship_To(Anthony Burns, ""Leonard Grimes"").",31,32,0.536075036075036,0.0,9,16,0.4942794279427943,0.0
Anthony Burns,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Participant_Role,"has_Participant_Role(Anthony Burns, ""Trial Participant under the Fugitive Slave Act of 1850"").",29,30,0.4239789196310935,0.0,10,11,0.5768321513002364,0.0
Anthony Burns,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Sex,"has_Sex(Anthony Burns, ""Male"").",19,20,0.41313131313131307,0.0,16,12,0.4318996415770609,0.0
Anthony Burns,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Occupation,"has_Occupation(Anthony Burns, ""Small jobs in the city, Cook, Worker in a clothing store, Baptist preacher"").",21,22,0.5162210338680927,0.0,7,10,0.49320987654320986,0.0
Anthony Burns,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Age,"has_Age(Anthony Burns, 28)",19,30,0.41313131313131307,0.0,19,13,0.44017094017094016,0.0
Anthony Burns,instance of,Person,2. has_BirthDate,"has_BirthDate(Anthony Burns, ""May 31, 1834"")",30,31,0.37121212121212127,0.0,12,9,0.5156565656565656,0.0
Anthony Burns,instance of,Person,3. has_DeathDate,"has_DeathDate(Anthony Burns, ""July 17, 1862"").",30,31,0.45568181818181824,0.0,12,9,0.5140096618357488,0.0
Anthony Burns,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Race_or_Color,"has_Race_or_Color(Anthony Burns, ""African-American"").",32,33,0.5040404040404041,0.0,14,15,0.5092243186582809,0.0
Anthony Burns,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Anthony Burns,instance of,Person,1. has_Person_Status,"has_Person_Status(Anthony Burns, ""Enslaved Person, Escaped Slave, Tried under the Fugitive Slave Act of 1850, Ransomed from Slavery"")",19,27,0.5040404040404041,0.0,9,100,0.5705931495405179,0.16109909688248117
