TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Lucy Terry Prince,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasNameVariant,"hasNameVariant(Lucy Terry Prince, ""Lucy Terry Prince"")",21,22,0.4496434937611408,0.0,13,16,0.5753086419753086,0.0
Lucy Terry Prince,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Lucy Terry Prince, ""Lucy Terry Prince"")",16,17,0.4822843822843823,0.0,12,17,0.5708994708994709,0.0
Lucy Terry Prince,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Lucy Terry Prince, ""Lucy Terry Prince"")",20,28,0.35805422647527907,0.0,11,17,0.49273504273504276,0.0
Lucy Terry Prince,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Lucy Terry Prince, ""Terry Prince"")",25,26,0.43088023088023086,0.0,12,16,0.49372759856630827,0.0
Lucy Terry Prince,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Lucy Terry Prince, ""Lucy"")",29,30,0.5040466779597215,0.0,10,16,0.49603174603174605,0.0
Lucy Terry Prince,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasDescription,"hasDescription(Lucy Terry Prince, ""Enslaved. Purchased and freed by her future husband, Aijah Prince, before their marriage in 1756. Known as a settler, poet, and defender in the Vermont Supreme Court."")",21,22,0.5772430184194891,0.0,6,7,0.565407772304324,0.0
Lucy Terry Prince,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Lucy Terry Prince, ""Africa"")",29,41,0.4998196248196248,0.0,18,23,0.5955555555555555,0.0
Lucy Terry Prince,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. has_Race,"has_Race(Lucy Terry Prince, ""African-American"")",36,38,0.49242424242424243,0.0,15,16,0.579905437352246,0.0
Lucy Terry Prince,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Lucy Terry Prince, 88)",24,25,0.46645021645021645,0.0,12,13,0.41214470284237725,0.0
Lucy Terry Prince,instance of,Person,2. hasBirthDate,"hasBirthDate(Lucy Terry Prince, ""1733"")",31,32,0.3767676767676768,0.0,13,15,0.41452991452991456,0.0
Lucy Terry Prince,instance of,Person,3. hasDeathDate,"hasDeathDate(Lucy Terry Prince, ""1821"")",31,32,0.46262626262626255,0.0,13,15,0.41452991452991456,0.0
Lucy Terry Prince,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasSex,"hasSex(Lucy Terry Prince, ""Female"")",20,21,0.42424242424242414,0.0,15,16,0.5103174603174603,0.0
Lucy Terry Prince,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Lucy Terry Prince, ""purchase, freedom secured by Aijah Prince"")",27,28,0.4809634809634809,0.0,13,10,0.49693486590038316,0.0
Lucy Terry Prince,instance of,Person,2. hasValue,"hasValue(Lucy Terry Prince, ""Enslaved, Free Person"")",27,29,0.404040404040404,0.0,21,100,0.5764957264957266,0.2789425453258252
Lucy Terry Prince,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasValue,"hasValue(Lucy Terry Prince, ""Settler, Poet"")",27,29,0.404040404040404,0.0,16,18,0.5823232323232324,0.0
Lucy Terry Prince,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Lucy Terry Prince, ""Husband, Neighbor"")",23,33,0.5340909090909091,0.0,11,14,0.5019323671497585,0.0
Lucy Terry Prince,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Lucy Terry Prince, ""Aijah Prince, John Noyes"")",33,34,0.5494417862838915,0.0,14,14,0.5873015873015873,0.0
Lucy Terry Prince,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Aijah Prince, ""Lucy Terry Prince""), isRelationshipFrom(John Noyes, ""Lucy Terry Prince"")",31,32,0.536075036075036,0.0,11,14,0.5744234800838575,0.0
Lucy Terry Prince,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Lucy Terry Prince,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Lucy Terry Prince, ""Poet, Defender"")",28,29,0.5574242424242425,0.0,15,17,0.5894538606403014,0.0
Lucy Terry Prince,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Lucy Terry Prince, ""Composing the oldest known work of literature by an African American, Defending in the Vermont Supreme Court"")",14,15,0.3719548425430778,0.0,8,8,0.5137931034482759,0.0
Lucy Terry Prince,hasSex,Female,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasNameVariant,"hasNameVariant(Lucy Terry Prince, ""Lucy Terry Prince"")",35,36,0.6339869281045751,0.0,10,21,0.49691358024691357,0.0
Lucy Terry Prince,hasSex,Female,2. hasPreferredNameVariant,"hasPreferredNameVariant(Lucy Terry Prince, ""Lucy Terry Prince"")",25,26,0.6068376068376068,0.0,12,26,0.41005291005291006,0.0
Lucy Terry Prince,hasSex,Female,3. fullNameAsString,"string): fullNameAsString(Lucy Terry Prince, ""Lucy Terry Prince"")",24,25,0.4795321637426901,0.0,6,21,0.5034188034188034,0.0
Lucy Terry Prince,hasSex,Female,4. hasSurnameAsString,"string): hasSurnameAsString(Lucy Terry Prince, ""Terry Prince"")",37,38,0.6904761904761904,0.0,6,16,0.49372759856630827,0.0
Lucy Terry Prince,hasSex,Female,5. hasFirstnameAsString,"string): hasFirstnameAsString(Lucy Terry Prince, ""Lucy"")",28,36,0.6135265700483091,0.0,10,20,0.49603174603174605,0.0
Lucy Terry Prince,hasSex,Female,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasDescription,"hasDescription(Lucy Terry Prince, ""Enslaved. Purchased and freed by her future husband, Aijah Prince, before their marriage in 1756. Known as a settler, poet, and defender in the Vermont Supreme Court."")",35,36,0.6339869281045751,0.0,5,7,0.3954570333880678,0.0
Lucy Terry Prince,hasSex,Female,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Lucy Terry Prince, ""Africa"")",13,14,0.3055555555555555,0.0,11,15,0.4988888888888889,0.0
Lucy Terry Prince,hasSex,Female,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. has_Race,"has_Race(Lucy Terry Prince, ""African-American"")",47,50,0.5909090909090909,0.0,11,20,0.41016548463356967,0.0
Lucy Terry Prince,hasSex,Female,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasAgeValue,"double): hasAgeValue(Lucy Terry Prince, 88)",40,42,0.6507936507936508,0.0,16,18,0.5032299741602068,0.0
Lucy Terry Prince,hasSex,Female,2. hasBirthDate,"hasBirthDate(Lucy Terry Prince, ""1733"")",38,40,0.5666666666666667,0.0,9,15,0.41452991452991456,0.0
Lucy Terry Prince,hasSex,Female,3. hasDeathDate,"hasDeathDate(Lucy Terry Prince, ""1821"")",38,40,0.6444444444444445,0.0,13,20,0.41452991452991456,0.0
Lucy Terry Prince,hasSex,Female,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasSex,"hasSex(Lucy Terry Prince, ""Female"")",80,100,0.8888888888888888,1.0,29,100,0.4174603174603175,0.33517574332792605
Lucy Terry Prince,hasSex,Female,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Lucy Terry Prince, ""purchase, freedom secured by Aijah Prince"")",31,32,0.6752136752136751,0.0,9,15,0.4003831417624521,0.0
Lucy Terry Prince,hasSex,Female,2. hasValue,"hasValue(Lucy Terry Prince, ""Enslaved, Free Person"")",47,50,0.5909090909090909,0.0,10,19,0.49786324786324787,0.0
Lucy Terry Prince,hasSex,Female,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasValue,"hasValue(Lucy Terry Prince, ""Settler, Poet"")",47,50,0.5909090909090909,0.0,12,13,0.5025252525252525,0.0
Lucy Terry Prince,hasSex,Female,InterAgent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Lucy Terry Prince,hasSex,Female,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Lucy Terry Prince, ""Husband, Neighbor"")",21,27,0.5972222222222222,0.0,8,11,0.40821256038647347,0.0
