TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Abraham Johnstone,hasName,Abraham Johnstone,Name Record Module,,32,32,0.5145502645502645,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasNameVariant,"hasNameVariant(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",58,61,0.8039215686274509,0.0,31,69,0.5752995642701525,0.2484582227373677
Abraham Johnstone,hasName,Abraham Johnstone,2. hasPreferredNameVariant,"hasPreferredNameVariant(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",42,44,0.6611721611721612,0.0,29,69,0.5670691115952554,0.2484582227373677
Abraham Johnstone,hasName,Abraham Johnstone,3. fullNameAsString,"string): fullNameAsString(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",31,32,0.5106516290726817,0.0,30,69,0.6172927002126151,0.23790309463326234
Abraham Johnstone,hasName,Abraham Johnstone,4. hasSurnameAsString,"string): hasSurnameAsString(Christian Isobel Johnstone, ""Johnstone"")",43,52,0.7142857142857143,0.0,33,69,0.5454248366013071,0.33609692727625756
Abraham Johnstone,hasName,Abraham Johnstone,5. hasFirstnameAsString,"string): hasFirstnameAsString(Christian Isobel Johnstone, ""Christian"")",40,48,0.7060041407867494,0.0,32,69,0.5433239962651727,0.15055696960204953
Abraham Johnstone,hasName,Abraham Johnstone,Origin Record Module,,7,15,0.3976190476190476,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Christian Isobel Johnstone, ""Scotland"")",19,20,0.4067460317460318,0.0,36,69,0.4953123325833066,0.19431434016858148
Abraham Johnstone,hasName,Abraham Johnstone,Race Record Module,,16,16,0.4656084656084656,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. has_Race,"has_Race(Christian Isobel Johnstone, ""Scottish"")",56,59,0.7229437229437229,0.0,40,69,0.5760620915032679,0.19431434016858148
Abraham Johnstone,hasName,Abraham Johnstone,Age Record Module,,8,25,0.4005602240896358,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasAgeValue,"double): hasAgeValue(Christian Isobel Johnstone, 76)",48,50,0.6238095238095238,0.0,41,69,0.5785391079508727,0.1757860783933462
Abraham Johnstone,hasName,Abraham Johnstone,2. hasBirthDate,"hasBirthDate(Christian Isobel Johnstone, ""June 12, 1781"")",45,48,0.5428571428571428,0.0,38,69,0.5596147230822153,0.161713780662529
Abraham Johnstone,hasName,Abraham Johnstone,3. hasDeathDate,"hasDeathDate(Christian Isobel Johnstone, ""August 26, 1857"")",45,48,0.6158730158730159,0.0,34,69,0.5566411875484657,0.161713780662529
Abraham Johnstone,hasName,Abraham Johnstone,Sex Record Module,,8,17,0.4005602240896358,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasSex,"hasSex(Christian Isobel Johnstone, ""Female"")",50,53,0.671957671957672,0.0,43,69,0.5855317884729648,0.19431434016858148
Abraham Johnstone,hasName,Abraham Johnstone,Person Status Record Module,,18,18,0.4021164021164021,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasValue,"hasValue(Christian Isobel Johnstone, ""Journalist, Author, Editor"")",56,59,0.7229437229437229,0.0,31,69,0.5476530005941771,0.161713780662529
Abraham Johnstone,hasName,Abraham Johnstone,Occupation Record Module,,13,19,0.45634920634920634,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasValue,"hasValue(Christian Isobel Johnstone, ""Journalist, Author, Editor"")",56,59,0.7229437229437229,0.0,31,69,0.5476530005941771,0.161713780662529
Abraham Johnstone,hasName,Abraham Johnstone,InterAgent Relationship Record Module,,14,18,0.3921063921063921,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Christian Isobel Johnstone, ""Spouse"")",26,32,0.5568452380952381,0.0,33,69,0.5346377356912914,0.19431434016858148
Abraham Johnstone,hasName,Abraham Johnstone,2. isRelationshipTo,"isRelationshipTo(Christian Isobel Johnstone, ""Thomas McCleish"")",15,16,0.4177109440267335,0.0,32,69,0.573482726423903,0.1757860783933462
Abraham Johnstone,hasName,Abraham Johnstone,3. isRelationshipTo,"isRelationshipTo(Christian Isobel Johnstone, ""John Johnstone"")",15,16,0.4177109440267335,0.0,33,69,0.5747628083491461,0.33609692727625756
Abraham Johnstone,hasName,Abraham Johnstone,4. isRelationshipFrom,"isRelationshipFrom(Thomas McCleish, ""Christian Isobel Johnstone"")",21,22,0.41269841269841273,0.0,34,69,0.512971342383107,0.1757860783933462
Abraham Johnstone,hasName,Abraham Johnstone,5. isRelationshipFrom,"isRelationshipFrom(John Johnstone, ""Christian Isobel Johnstone"")",21,22,0.41269841269841273,0.0,32,69,0.5379026610644257,0.33609692727625756
Abraham Johnstone,hasName,Abraham Johnstone,Participant Role Record Module,,16,16,0.5095238095238095,0.0,0,0,0.0,0.0
Abraham Johnstone,hasName,Abraham Johnstone,1. hasParticipantRoleType,"hasParticipantRoleType(Christian Isobel Johnstone, ""Prominent Journalist, Author, Editor"")",31,32,0.5771428571428571,0.0,26,69,0.549673202614379,0.1505569696020495
Abraham Johnstone,hasFirstName,Abraham,Name Record Module,,27,27,0.4314814814814814,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. hasNameVariant,"hasNameVariant(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",48,50,0.6290849673202614,0.0,10,21,0.5357142857142857,0.0
Abraham Johnstone,hasFirstName,Abraham,2. hasPreferredNameVariant,"hasPreferredNameVariant(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",42,49,0.5747863247863249,0.0,9,18,0.47707231040564374,0.0
Abraham Johnstone,hasFirstName,Abraham,3. fullNameAsString,"string): fullNameAsString(Christian Isobel Johnstone, ""Christian Isobel Johnstone"")",26,33,0.4385964912280702,0.0,11,14,0.5995410212277682,0.0
Abraham Johnstone,hasFirstName,Abraham,4. hasSurnameAsString,"string): hasSurnameAsString(Christian Isobel Johnstone, ""Johnstone"")",42,50,0.6521164021164022,0.0,11,17,0.5373482726423903,0.0
Abraham Johnstone,hasFirstName,Abraham,5. hasFirstnameAsString,"string): hasFirstnameAsString(Christian Isobel Johnstone, ""Christian"")",63,71,0.7983091787439612,0.0,13,16,0.5365079365079365,0.0
Abraham Johnstone,hasFirstName,Abraham,Origin Record Module,,19,19,0.35555555555555557,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Christian Isobel Johnstone, ""Scotland"")",22,34,0.3333333333333333,0.0,12,16,0.5456674473067915,0.0
Abraham Johnstone,hasFirstName,Abraham,Race Record Module,,20,20,0.3611111111111111,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. has_Race,"has_Race(Christian Isobel Johnstone, ""Scottish"")",43,55,0.6237373737373737,0.0,11,16,0.47281746031746036,0.0
Abraham Johnstone,hasFirstName,Abraham,Age Record Module,,14,21,0.26143790849673204,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. hasAgeValue,"double): hasAgeValue(Christian Isobel Johnstone, 76)",38,40,0.5246031746031746,0.0,14,15,0.4908424908424909,0.0
Abraham Johnstone,hasFirstName,Abraham,2. hasBirthDate,"hasBirthDate(Christian Isobel Johnstone, ""June 12, 1781"")",59,62,0.7333333333333334,0.0,12,17,0.46733500417710944,0.0
Abraham Johnstone,hasFirstName,Abraham,3. hasDeathDate,"hasDeathDate(Christian Isobel Johnstone, ""August 26, 1857"")",44,46,0.5777777777777778,0.0,9,16,0.4663438256658596,0.0
Abraham Johnstone,hasFirstName,Abraham,Sex Record Module,,14,21,0.26143790849673204,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. hasSex,"hasSex(Christian Isobel Johnstone, ""Female"")",38,50,0.5925925925925926,0.0,16,17,0.47597402597402594,0.0
Abraham Johnstone,hasFirstName,Abraham,Person Status Record Module,,26,26,0.40740740740740744,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. hasValue,"hasValue(Christian Isobel Johnstone, ""Journalist, Author, Editor"")",43,45,0.6237373737373737,0.0,11,15,0.4633477633477634,0.0
Abraham Johnstone,hasFirstName,Abraham,Occupation Record Module,,22,22,0.4083333333333334,0.0,0,0,0.0,0.0
Abraham Johnstone,hasFirstName,Abraham,1. hasValue,"hasValue(Christian Isobel Johnstone, ""Journalist, Author, Editor"")",43,45,0.6237373737373737,0.0,11,15,0.4633477633477634,0.0
Abraham Johnstone,hasFirstName,Abraham,InterAgent Relationship Record Module,,20,20,0.3873873873873874,0.0,0,0,0.0,0.0
