TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Eliza Anna Grier,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasNameVariant,"hasNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",21,22,0.4496434937611408,0.0,10,22,0.49786324786324787,0.0
Eliza Anna Grier,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",16,17,0.4822843822843823,0.0,12,17,0.5717668488160291,0.0
Eliza Anna Grier,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Eliza Anna Grier, ""Eliza Anna Grier"")",20,28,0.35805422647527907,0.0,9,17,0.49338624338624343,0.0
Eliza Anna Grier,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Eliza Anna Grier, ""Grier"")",25,26,0.43088023088023086,0.0,10,17,0.49691358024691357,0.0
Eliza Anna Grier,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Eliza Anna Grier, ""Eliza"")",29,30,0.5040466779597215,0.0,10,16,0.49603174603174605,0.0
Eliza Anna Grier,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasDescription,"hasDescription(Eliza Anna Grier, ""Born into slavery, became free at the end of the Civil War, and later became a licensed medical practitioner in Georgia. She was a teacher and a physician, specializing in obstetrics and gynecology. She was the first African American woman to hold a medical license in Georgia."")",21,22,0.5772430184194891,0.0,3,5,0.5497692580759673,0.0
Eliza Anna Grier,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Eliza Anna Grier, ""Mecklenburg County, North Carolina"")",29,41,0.4998196248196248,0.0,12,13,0.5815295815295816,0.0
Eliza Anna Grier,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. has_Race,"has_Race(Eliza Anna Grier, ""African-American"")",36,38,0.49242424242424243,0.0,12,12,0.4178743961352657,0.0
Eliza Anna Grier,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Eliza Anna Grier, 38)",24,25,0.46645021645021645,0.0,12,14,0.41269841269841273,0.0
Eliza Anna Grier,instance of,Person,2. hasBirthDate,"hasBirthDate(Eliza Anna Grier, ""1864"")",31,32,0.3767676767676768,0.0,9,15,0.5073099415204678,0.0
Eliza Anna Grier,instance of,Person,3. hasDeathDate,"hasDeathDate(Eliza Anna Grier, ""1902"")",31,32,0.46262626262626255,0.0,9,15,0.4152046783625731,0.0
Eliza Anna Grier,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasSex,"hasSex(Eliza Anna Grier, ""Female"")",20,21,0.42424242424242414,0.0,10,17,0.41830065359477125,0.0
Eliza Anna Grier,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Eliza Anna Grier, ""birth into slavery, freedom at the end of the Civil War, licensure to practice medicine in Georgia"")",27,28,0.4809634809634809,0.0,7,7,0.48943278943278945,0.0
Eliza Anna Grier,instance of,Person,2. hasValue,"hasValue(Eliza Anna Grier, ""Enslaved, Free, Licensed Medical Practitioner"")",27,29,0.404040404040404,0.0,12,13,0.4066666666666667,0.0
Eliza Anna Grier,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasValue,"hasValue(Eliza Anna Grier, ""Teacher, Physician"")",27,29,0.404040404040404,0.0,15,16,0.4166666666666667,0.0
Eliza Anna Grier,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Eliza Anna Grier,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Eliza Anna Grier, ""Pioneer"")",28,29,0.5574242424242425,0.0,18,19,0.5947712418300654,0.0
Eliza Anna Grier,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Eliza Anna Grier, ""First African American woman to hold a medical license in Georgia"")",14,15,0.3719548425430778,0.0,11,10,0.5198019801980198,0.0
Eliza Anna Grier,hasSex,Female,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasNameVariant,"hasNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",35,36,0.6339869281045751,0.0,14,16,0.5764957264957266,0.0
Eliza Anna Grier,hasSex,Female,2. hasPreferredNameVariant,"hasPreferredNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",25,26,0.6068376068376068,0.0,15,17,0.5051001821493625,0.0
Eliza Anna Grier,hasSex,Female,3. fullNameAsString,"string): fullNameAsString(Eliza Anna Grier, ""Eliza Anna Grier"")",24,25,0.4795321637426901,0.0,12,17,0.41005291005291006,0.0
Eliza Anna Grier,hasSex,Female,4. hasSurnameAsString,"string): hasSurnameAsString(Eliza Anna Grier, ""Grier"")",37,38,0.6904761904761904,0.0,10,12,0.49691358024691357,0.0
Eliza Anna Grier,hasSex,Female,5. hasFirstnameAsString,"string): hasFirstnameAsString(Eliza Anna Grier, ""Eliza"")",28,36,0.6135265700483091,0.0,13,12,0.5742063492063493,0.0
Eliza Anna Grier,hasSex,Female,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasDescription,"hasDescription(Eliza Anna Grier, ""Born into slavery, became free at the end of the Civil War, and later became a licensed medical practitioner in Georgia. She was a teacher and a physician, specializing in obstetrics and gynecology. She was the first African American woman to hold a medical license in Georgia."")",35,36,0.6339869281045751,0.0,3,5,0.4831025914093006,0.0
Eliza Anna Grier,hasSex,Female,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Eliza Anna Grier, ""Mecklenburg County, North Carolina"")",13,14,0.3055555555555555,0.0,10,10,0.4895382395382395,0.0
Eliza Anna Grier,hasSex,Female,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. has_Race,"has_Race(Eliza Anna Grier, ""African-American"")",47,50,0.5909090909090909,0.0,12,21,0.501207729468599,0.0
Eliza Anna Grier,hasSex,Female,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasAgeValue,"double): hasAgeValue(Eliza Anna Grier, 38)",40,42,0.6507936507936508,0.0,17,18,0.503968253968254,0.0
Eliza Anna Grier,hasSex,Female,2. hasBirthDate,"hasBirthDate(Eliza Anna Grier, ""1864"")",38,40,0.5666666666666667,0.0,14,15,0.4152046783625731,0.0
Eliza Anna Grier,hasSex,Female,3. hasDeathDate,"hasDeathDate(Eliza Anna Grier, ""1902"")",38,40,0.6444444444444445,0.0,18,15,0.4239766081871345,0.0
Eliza Anna Grier,hasSex,Female,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasSex,"hasSex(Eliza Anna Grier, ""Female"")",80,100,0.8888888888888888,1.0,30,100,0.511437908496732,0.33517574332792605
Eliza Anna Grier,hasSex,Female,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Eliza Anna Grier, ""birth into slavery, freedom at the end of the Civil War, licensure to practice medicine in Georgia"")",31,32,0.6752136752136751,0.0,7,9,0.48943278943278945,0.0
Eliza Anna Grier,hasSex,Female,2. hasValue,"hasValue(Eliza Anna Grier, ""Enslaved, Free, Licensed Medical Practitioner"")",47,50,0.5909090909090909,0.0,12,16,0.49,0.0
Eliza Anna Grier,hasSex,Female,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasValue,"hasValue(Eliza Anna Grier, ""Teacher, Physician"")",47,50,0.5909090909090909,0.0,11,16,0.5,0.0
Eliza Anna Grier,hasSex,Female,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasSex,Female,1. hasParticipantRoleType,"hasParticipantRoleType(Eliza Anna Grier, ""Pioneer"")",26,27,0.54,0.0,11,15,0.49836601307189543,0.0
Eliza Anna Grier,hasSex,Female,2. roleProvidedBy,"roleProvidedBy(Eliza Anna Grier, ""First African American woman to hold a medical license in Georgia"")",9,9,0.40849673202614384,0.0,11,12,0.5753575357535753,0.0
Eliza Anna Grier,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Eliza Anna Grier,hasParticipantRole,Child,1. hasNameVariant,"hasNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",51,53,0.6145969498910675,0.0,11,11,0.5525641025641025,0.0
Eliza Anna Grier,hasParticipantRole,Child,2. hasPreferredNameVariant,"hasPreferredNameVariant(Eliza Anna Grier, ""Eliza Anna Grier"")",45,47,0.58005698005698,0.0,9,9,0.5385245901639344,0.0
Eliza Anna Grier,hasParticipantRole,Child,3. fullNameAsString,"string): fullNameAsString(Eliza Anna Grier, ""Eliza Anna Grier"")",27,28,0.3803118908382066,0.0,6,9,0.47724867724867726,0.0
