TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Harriet Ann Jacobs,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasNameVariant,"hasNameVariant(Harriet Jacobs, ""Harriet Jacobs"")",21,22,0.4496434937611408,0.0,15,17,0.5125000000000001,0.0
Harriet Ann Jacobs,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Harriet Jacobs, ""Harriet Jacobs"")",16,17,0.4822843822843823,0.0,16,18,0.5736842105263158,0.0
Harriet Ann Jacobs,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Harriet Jacobs, ""Harriet Jacobs"")",20,28,0.35805422647527907,0.0,12,18,0.49482109227871945,0.0
Harriet Ann Jacobs,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Harriet Jacobs, ""Jacobs"")",25,26,0.43088023088023086,0.0,14,22,0.49737945492662466,0.0
Harriet Ann Jacobs,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Harriet Jacobs, ""Harriet"")",29,30,0.5040466779597215,0.0,10,21,0.49603174603174605,0.0
Harriet Ann Jacobs,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Harriet Jacobs, ""Edenton, North Carolina"")",29,41,0.4998196248196248,0.0,17,15,0.5868055555555555,0.0
Harriet Ann Jacobs,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. has_Race,"has_Race(Harriet Jacobs, ""African-American"")",36,38,0.49242424242424243,0.0,16,17,0.5025252525252525,0.0
Harriet Ann Jacobs,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasBirthDate,"hasBirthDate(Harriet Jacobs, ""1813-1815"")",31,32,0.3767676767676768,0.0,13,14,0.4132791327913279,0.0
Harriet Ann Jacobs,instance of,Person,2. hasDeathDate,"hasDeathDate(Harriet Jacobs, ""March 7, 1897"")",31,32,0.46262626262626255,0.0,12,13,0.5018518518518519,0.0
Harriet Ann Jacobs,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasSex,"hasSex(Harriet Jacobs, ""Female"")",20,21,0.42424242424242414,0.0,16,24,0.5138888888888888,0.0
Harriet Ann Jacobs,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Harriet Jacobs, ""escape from slavery, freedom bought by Cornelia Willis"")",27,28,0.4809634809634809,0.0,10,10,0.49495990836197024,0.0
Harriet Ann Jacobs,instance of,Person,2. hasValue,"hasValue(Harriet Jacobs, ""Enslaved, Free"")",27,29,0.404040404040404,0.0,17,19,0.503968253968254,0.0
Harriet Ann Jacobs,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasValue,"hasValue(Harriet Jacobs, ""Abolitionist, Writer, Nanny, Boarding House Operator"")",27,29,0.404040404040404,0.0,12,10,0.5652777777777778,0.0
Harriet Ann Jacobs,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Harriet Ann Jacobs,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Harriet Jacobs, ""Enslaver or Owner"")",23,33,0.5340909090909091,0.0,14,15,0.503030303030303,0.0
