TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
John Edward Bruce,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
John Edward Bruce,instance of,Person,1. has_Name,"has_Name(John Edward Bruce, ""John Edward Bruce"")",27,29,0.404040404040404,0.0,15,31,0.5125000000000001,0.0
John Edward Bruce,instance of,Person,2. has_Surname,"has_Surname(John Edward Bruce, ""Bruce"")",24,25,0.47056277056277057,0.0,13,29,0.5205128205128206,0.0
John Edward Bruce,instance of,Person,3. has_First_Name,"has_First_Name(John Edward Bruce, ""John"")",36,37,0.3719548425430778,0.0,17,26,0.5850948509485095,0.0
John Edward Bruce,instance of,Person,4. has_Alternate_Name,"has_Alternate_Name(John Edward Bruce, ""Bruce Grit""), has_Alternate_Name(John Edward Bruce, ""J. E. Bruce-Grit"").",25,32,0.49927849927849927,0.0,9,20,0.4927927927927928,0.0
John Edward Bruce,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
John Edward Bruce,instance of,Person,1. has_Sex,"has_Sex(John Edward Bruce, ""Male"").",19,20,0.41313131313131307,0.0,15,28,0.5253968253968254,0.0
John Edward Bruce,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
John Edward Bruce,instance of,Person,1. has_Occupation,"has_Occupation(John Edward Bruce, ""Journalist""), has_Occupation(John Edward Bruce, ""Historian""), has_Occupation(John Edward Bruce, ""Writer""), has_Occupation(John Edward Bruce, ""Orator""), has_Occupation(John Edward Bruce, ""Civil Rights Activist""), has_Occupation(John Edward Bruce, ""Pan-African Nationalist""), has_Occupation(John Edward Bruce, ""Worker for the Port of New York Authority"").",21,22,0.5162210338680927,0.0,3,6,0.4820733104238259,0.0
John Edward Bruce,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
John Edward Bruce,instance of,Person,1. has_Age,"has_Age(John Edward Bruce, 68)",19,30,0.41313131313131307,0.0,17,29,0.5166666666666666,0.0
John Edward Bruce,instance of,Person,2. has_BirthDate,"has_BirthDate(John Edward Bruce, ""February 22, 1856"")",30,31,0.37121212121212127,0.0,10,19,0.5758909853249476,0.0
John Edward Bruce,instance of,Person,3. has_DeathDate,"has_DeathDate(John Edward Bruce, ""August 7, 1924"").",30,31,0.45568181818181824,0.0,11,20,0.5104575163398692,0.0
John Edward Bruce,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
John Edward Bruce,instance of,Person,1. has_Person_Status,"has_Person_Status(John Edward Bruce, ""Slave""), has_Person_Status(John Edward Bruce, ""Civil Rights Activist""), has_Person_Status(John Edward Bruce, ""Pan-African Nationalist"")",19,27,0.5040404040404041,0.0,7,13,0.5671162491971741,0.0
John Edward Bruce,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Slave, ""Birth""), has_Status_Generating_Event(Civil Rights Activist, ""Self-Education""), has_Status_Generating_Event(Pan-African Nationalist, ""Founding of several newspapers"").",24,25,0.4707070707070707,0.0,5,9,0.39548954895489546,0.0
John Edward Bruce,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
John Edward Bruce,hasSex,Male,1. has_Name,"has_Name(John Edward Bruce, ""John Edward Bruce"")",47,50,0.5909090909090909,0.0,8,13,0.5138888888888888,0.0
