TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Daniel T Coker,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Daniel T Coker,instance of,Person,1. has_Name,"has_Name(Daniel Coker, ""Daniel Coker"")",27,29,0.404040404040404,0.0,14,30,0.5216374269005848,0.0
Daniel T Coker,instance of,Person,2. has_Surname,"has_Surname(Daniel Coker, ""Coker"")",24,25,0.47056277056277057,0.0,15,27,0.526797385620915,0.0
Daniel T Coker,instance of,Person,3. has_First_Name,"has_First_Name(Daniel Coker, ""Daniel"")",36,37,0.3719548425430778,0.0,18,24,0.5073099415204678,0.0
Daniel T Coker,instance of,Person,4. has_Alternate_Name,"has_Alternate_Name(Daniel Coker, ""Isaac Wright"").",25,32,0.49927849927849927,0.0,11,16,0.5117913832199547,0.0
Daniel T Coker,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Daniel T Coker,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Daniel Coker, ""Son"")",24,29,0.520933014354067,0.0,16,17,0.5075396825396825,0.0
Daniel T Coker,instance of,Person,2. is_Relationship_To,"is_Relationship_To(Daniel Coker, ""Susan Coker""), is_Relationship_To(Daniel Coker, ""Edward Wright"").",31,32,0.536075036075036,0.0,10,18,0.49461279461279456,0.0
Daniel T Coker,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Daniel T Coker,instance of,Person,1. has_Participant_Role,"has_Participant_Role(Daniel Coker, ""Participant in the establishment of the African Methodist Episcopal Church""), has_Participant_Role(Daniel Coker, ""Participant in the establishment of the West Africa Methodist Church"").",29,30,0.4239789196310935,0.0,5,10,0.5646053293112115,0.0
Daniel T Coker,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Daniel T Coker,instance of,Person,1. has_Sex,"has_Sex(Daniel Coker, ""Male"").",19,20,0.41313131313131307,0.0,11,19,0.4333333333333333,0.0
Daniel T Coker,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Daniel T Coker,instance of,Person,1. has_Occupation,"has_Occupation(Daniel Coker, ""Slave, Methodist Minister, Abolitionist, Teacher, Deacon, Missionary"").",21,22,0.5162210338680927,0.0,9,12,0.4942794279427943,0.0
Daniel T Coker,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
