TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
David George,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasNameVariant,"hasNameVariant(David George, ""David George"")",21,22,0.4496434937611408,0.0,12,24,0.5156565656565656,0.0
David George,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(David George, ""David George"")",16,17,0.4822843822843823,0.0,14,19,0.5758909853249476,0.0
David George,instance of,Person,3. fullNameAsString,"string): fullNameAsString(David George, ""David George"")",20,28,0.35805422647527907,0.0,10,19,0.49646464646464644,0.0
David George,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(David George, ""George"")",25,26,0.43088023088023086,0.0,11,18,0.49836601307189543,0.0
David George,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(David George, ""David"")",29,30,0.5040466779597215,0.0,10,17,0.49786324786324787,0.0
David George,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
David George,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(David George, ""Virginia"")",29,41,0.4998196248196248,0.0,19,20,0.5981087470449172,0.0
David George,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
David George,instance of,Person,1. has_Race,"has_Race(David George, ""African-American"")",36,38,0.49242424242424243,0.0,12,14,0.42063492063492064,0.0
David George,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasAgeValue,"double): hasAgeValue(David George, 68)",24,25,0.46645021645021645,0.0,14,15,0.4152046783625731,0.0
David George,instance of,Person,2. hasBirthDate,"hasBirthDate(David George, ""1742"")",31,32,0.3767676767676768,0.0,10,17,0.41830065359477125,0.0
David George,instance of,Person,3. hasDeathDate,"hasDeathDate(David George, ""1810"")",31,32,0.46262626262626255,0.0,10,17,0.2973856209150327,0.0
David George,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasSex,"hasSex(David George, ""Male"")",20,21,0.42424242424242414,0.0,12,20,0.4246031746031746,0.0
David George,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(David George, ""escape from slavery"")",27,28,0.4809634809634809,0.0,12,16,0.5055555555555555,0.0
David George,instance of,Person,2. hasValue,"hasValue(David George, ""Free Person"")",27,29,0.404040404040404,0.0,28,100,0.42492492492492495,0.33517574332792605
David George,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasValue,"hasValue(David George, ""Baptist preacher"")",27,29,0.404040404040404,0.0,12,18,0.42063492063492064,0.0
David George,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(David George, ""Enslaver or Owner"")",23,33,0.5340909090909091,0.0,14,15,0.5038194444444445,0.0
David George,instance of,Person,2. isRelationshipTo,"isRelationshipTo(David George, ""Creek Indian chief"")",33,34,0.5494417862838915,0.0,14,19,0.5098290598290598,0.0
David George,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Creek Indian chief, ""David George"")",31,32,0.536075036075036,0.0,13,18,0.508641975308642,0.0
David George,instance of,Person,4. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(David George, ""Helper"")",23,33,0.5340909090909091,0.0,14,18,0.5092243186582809,0.0
David George,instance of,Person,5. isRelationshipTo,"isRelationshipTo(David George, ""Scottish trader"")",33,34,0.5494417862838915,0.0,11,20,0.4994331065759637,0.0
David George,instance of,Person,6. isRelationshipFrom,"isRelationshipFrom(Scottish trader, ""David George"")",31,32,0.536075036075036,0.0,14,19,0.5104575163398692,0.0
David George,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
David George,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(David George, ""Black Loyalist"")",28,29,0.5574242424242425,0.0,13,14,0.5925925925925926,0.0
David George,instance of,Person,2. roleProvidedBy,"roleProvidedBy(David George, ""Escape from slavery"")",14,15,0.3719548425430778,0.0,18,15,0.4150326797385621,0.0
David George,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
David George,hasSex,Male,1. hasNameVariant,"hasNameVariant(David George, ""David George"")",35,36,0.6339869281045751,0.0,8,13,0.5151515151515151,0.0
David George,hasSex,Male,2. hasPreferredNameVariant,"hasPreferredNameVariant(David George, ""David George"")",25,26,0.6068376068376068,0.0,7,10,0.5125786163522013,0.0
