TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Ada King,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasNameVariant,"hasNameVariant(Ada Copeland King, ""Ada Copeland King"")",21,22,0.4496434937611408,0.0,13,21,0.508641975308642,0.0
Ada King,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Ada Copeland King, ""Ada Copeland King"")",16,17,0.4822843822843823,0.0,14,17,0.5873015873015873,0.0
Ada King,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Ada Copeland King, ""Ada Copeland King"")",20,28,0.35805422647527907,0.0,11,21,0.5034188034188034,0.0
Ada King,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Ada Copeland King, ""Copeland King"")",25,26,0.43088023088023086,0.0,12,20,0.5042328042328043,0.0
Ada King,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Ada Copeland King, ""Ada"")",29,30,0.5040466779597215,0.0,13,20,0.49646464646464644,0.0
Ada King,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasDescription,"hasDescription(Ada Copeland King, ""Born enslaved, became free, moved to New York in the mid-1880s, married Clarence King in 1888, became a litigant in a thirty-year legal battle for the trust fund King had promised her."")",21,22,0.5772430184194891,0.0,4,6,0.5519859225741579,0.0
Ada King,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Ada Copeland King, ""Georgia"")",29,41,0.4998196248196248,0.0,18,23,0.5947712418300654,0.0
Ada King,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. has_Race,"has_Race(Ada Copeland King, ""African-American"")",36,38,0.49242424242424243,0.0,11,16,0.5005910165484634,0.0
Ada King,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Ada Copeland King, 103)",24,25,0.46645021645021645,0.0,16,17,0.4116161616161616,0.0
Ada King,instance of,Person,2. hasBirthDate,"hasBirthDate(Ada Copeland King, ""December 23, 1860"")",31,32,0.3767676767676768,0.0,10,19,0.5764957264957266,0.0
Ada King,instance of,Person,3. hasDeathDate,"hasDeathDate(Ada Copeland King, ""April 14, 1964"")",31,32,0.46262626262626255,0.0,11,16,0.4994331065759637,0.0
Ada King,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasSex,"hasSex(Ada Copeland King, ""Female"")",20,21,0.42424242424242414,0.0,15,22,0.5103174603174603,0.0
Ada King,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Ada Copeland King, ""move to New York, marriage to Clarence King"")",27,28,0.4809634809634809,0.0,8,12,0.4965043695380775,0.0
Ada King,instance of,Person,2. hasValue,"hasValue(Ada Copeland King, ""Enslaved, Free, Common-law wife"")",27,29,0.404040404040404,0.0,12,16,0.49372759856630827,0.0
Ada King,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Ada Copeland King, ""Spouse"")",23,33,0.5340909090909091,0.0,16,17,0.5065134099616858,0.0
Ada King,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Ada Copeland King, ""Clarence King"")",33,34,0.5494417862838915,0.0,14,24,0.49786324786324787,0.0
Ada King,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Clarence King, ""Ada Copeland King"")",31,32,0.536075036075036,0.0,13,24,0.508641975308642,0.0
Ada King,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Ada King,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Ada Copeland King, ""Litigant"")",28,29,0.5574242424242425,0.0,14,18,0.5932914046121592,0.0
Ada King,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Ada Copeland King, ""Legal battle for trust fund"")",14,15,0.3719548425430778,0.0,14,12,0.5038194444444445,0.0
Ada King,hasSex,Female,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasNameVariant,"hasNameVariant(Ada Copeland King, ""Ada Copeland King"")",35,36,0.6339869281045751,0.0,13,16,0.508641975308642,0.0
Ada King,hasSex,Female,2. hasPreferredNameVariant,"hasPreferredNameVariant(Ada Copeland King, ""Ada Copeland King"")",25,26,0.6068376068376068,0.0,14,17,0.5042328042328043,0.0
Ada King,hasSex,Female,3. fullNameAsString,"string): fullNameAsString(Ada Copeland King, ""Ada Copeland King"")",24,25,0.4795321637426901,0.0,11,17,0.5034188034188034,0.0
Ada King,hasSex,Female,4. hasSurnameAsString,"string): hasSurnameAsString(Ada Copeland King, ""Copeland King"")",37,38,0.6904761904761904,0.0,12,12,0.49338624338624343,0.0
Ada King,hasSex,Female,5. hasFirstnameAsString,"string): hasFirstnameAsString(Ada Copeland King, ""Ada"")",28,36,0.6135265700483091,0.0,13,12,0.49646464646464644,0.0
Ada King,hasSex,Female,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasDescription,"hasDescription(Ada Copeland King, ""Born enslaved, became free, moved to New York in the mid-1880s, married Clarence King in 1888, became a litigant in a thirty-year legal battle for the trust fund King had promised her."")",35,36,0.6339869281045751,0.0,4,5,0.48531925590749125,0.0
Ada King,hasSex,Female,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Ada Copeland King, ""Georgia"")",13,14,0.3055555555555555,0.0,14,15,0.49836601307189543,0.0
Ada King,hasSex,Female,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. has_Race,"has_Race(Ada Copeland King, ""African-American"")",47,50,0.5909090909090909,0.0,15,20,0.41725768321513,0.0
Ada King,hasSex,Female,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasAgeValue,"double): hasAgeValue(Ada Copeland King, 103)",40,42,0.6507936507936508,0.0,16,17,0.5025252525252525,0.0
Ada King,hasSex,Female,2. hasBirthDate,"hasBirthDate(Ada Copeland King, ""December 23, 1860"")",38,40,0.5666666666666667,0.0,14,15,0.41452991452991456,0.0
Ada King,hasSex,Female,3. hasDeathDate,"hasDeathDate(Ada Copeland King, ""April 14, 1964"")",38,40,0.6444444444444445,0.0,11,12,0.41609977324263037,0.0
Ada King,hasSex,Female,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasSex,"hasSex(Ada Copeland King, ""Female"")",80,100,0.8888888888888888,1.0,29,100,0.42698412698412697,0.33517574332792605
Ada King,hasSex,Female,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Ada Copeland King, ""move to New York, marriage to Clarence King"")",31,32,0.6752136752136751,0.0,11,10,0.4965043695380775,0.0
Ada King,hasSex,Female,2. hasValue,"hasValue(Ada Copeland King, ""Enslaved, Free, Common-law wife"")",47,50,0.5909090909090909,0.0,15,16,0.49372759856630827,0.0
Ada King,hasSex,Female,InterAgent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Ada Copeland King, ""Spouse"")",21,27,0.5972222222222222,0.0,12,13,0.4118773946360153,0.0
Ada King,hasSex,Female,2. isRelationshipTo,"isRelationshipTo(Ada Copeland King, ""Clarence King"")",16,17,0.44152046783625726,0.0,14,12,0.49786324786324787,0.0
Ada King,hasSex,Female,3. isRelationshipFrom,"isRelationshipFrom(Clarence King, ""Ada Copeland King"")",15,15,0.43650793650793646,0.0,13,12,0.5925925925925926,0.0
Ada King,hasSex,Female,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Ada King,hasSex,Female,1. hasParticipantRoleType,"hasParticipantRoleType(Ada Copeland King, ""Litigant"")",26,27,0.54,0.0,10,15,0.49737945492662466,0.0
Ada King,hasSex,Female,2. roleProvidedBy,"roleProvidedBy(Ada Copeland King, ""Legal battle for trust fund"")",9,9,0.40849673202614384,0.0,11,15,0.40972222222222215,0.0
Ada King,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasNameVariant,"hasNameVariant(Ada Copeland King, ""Ada Copeland King"")",51,53,0.6145969498910675,0.0,14,16,0.5641975308641975,0.0
Ada King,hasParticipantRole,Child,2. hasPreferredNameVariant,"hasPreferredNameVariant(Ada Copeland King, ""Ada Copeland King"")",45,47,0.58005698005698,0.0,12,13,0.5597883597883597,0.0
Ada King,hasParticipantRole,Child,3. fullNameAsString,"string): fullNameAsString(Ada Copeland King, ""Ada Copeland King"")",27,28,0.3803118908382066,0.0,11,13,0.45384615384615384,0.0
Ada King,hasParticipantRole,Child,4. hasSurnameAsString,"string): hasSurnameAsString(Ada Copeland King, ""Copeland King"")",36,37,0.5687830687830688,0.0,12,12,0.43809523809523804,0.0
Ada King,hasParticipantRole,Child,5. hasFirstnameAsString,"string): hasFirstnameAsString(Ada Copeland King, ""Ada"")",34,40,0.5967793880837359,0.0,13,12,0.31212121212121213,0.0
Ada King,hasParticipantRole,Child,Description Module,,44,44,0.6498316498316499,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasDescription,"hasDescription(Ada Copeland King, ""Born enslaved, became free, moved to New York in the mid-1880s, married Clarence King in 1888, became a litigant in a thirty-year legal battle for the trust fund King had promised her."")",46,47,0.6618142206377501,0.0,4,5,0.5408748114630467,0.0
Ada King,hasParticipantRole,Child,Origin Record Module,,42,32,0.5388888888888889,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Ada Copeland King, ""Georgia"")",33,34,0.49074074074074076,0.0,11,12,0.4418300653594771,0.0
Ada King,hasParticipantRole,Child,Race Record Module,,33,22,0.5,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. has_Race,"has_Race(Ada Copeland King, ""African-American"")",41,43,0.6274651274651274,0.0,12,17,0.5687943262411347,0.0
Ada King,hasParticipantRole,Child,Age Record Module,,23,23,0.4572984749455338,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasAgeValue,"double): hasAgeValue(Ada Copeland King, 103)",38,45,0.5873015873015873,0.0,12,13,0.444949494949495,0.0
Ada King,hasParticipantRole,Child,2. hasBirthDate,"hasBirthDate(Ada Copeland King, ""December 23, 1860"")",48,50,0.662962962962963,0.0,14,15,0.5653846153846155,0.0
Ada King,hasParticipantRole,Child,3. hasDeathDate,"hasDeathDate(Ada Copeland King, ""April 14, 1964"")",48,50,0.6592592592592593,0.0,11,12,0.4605442176870748,0.0
Ada King,hasParticipantRole,Child,Sex Record Module,,23,23,0.4572984749455338,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasSex,"hasSex(Ada Copeland King, ""Female"")",30,31,0.5,0.0,15,17,0.4714285714285715,0.0
Ada King,hasParticipantRole,Child,Person Status Record Module,,40,22,0.5648148148148149,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Ada Copeland King, ""move to New York, marriage to Clarence King"")",36,37,0.58005698005698,0.0,6,7,0.552059925093633,0.0
Ada King,hasParticipantRole,Child,2. hasValue,"hasValue(Ada Copeland King, ""Enslaved, Free, Common-law wife"")",41,43,0.6262626262626262,0.0,12,13,0.5602150537634408,0.0
Ada King,hasParticipantRole,Child,InterAgent Relationship Record Module,,33,25,0.5373450373450374,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Ada Copeland King, ""Spouse"")",36,45,0.5812856125356126,0.0,13,14,0.5396551724137931,0.0
Ada King,hasParticipantRole,Child,2. isRelationshipTo,"isRelationshipTo(Ada Copeland King, ""Clarence King"")",38,44,0.5384990253411306,0.0,14,12,0.5653846153846155,0.0
Ada King,hasParticipantRole,Child,3. isRelationshipFrom,"isRelationshipFrom(Clarence King, ""Ada Copeland King"")",36,42,0.5439153439153439,0.0,14,12,0.45802469135802476,0.0
Ada King,hasParticipantRole,Child,Participant Role Record Module,,62,62,0.688888888888889,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Child,1. hasParticipantRoleType,"hasParticipantRoleType(Ada Copeland King, ""Litigant"")",84,86,0.9066666666666666,0.0,14,15,0.6251572327044025,0.0
Ada King,hasParticipantRole,Child,2. roleProvidedBy,"roleProvidedBy(Ada Copeland King, ""Legal battle for trust fund"")",23,29,0.39063180827886707,0.0,12,12,0.5375,0.0
Ada King,hasParticipantRole,Deceased Person,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Ada King,hasParticipantRole,Deceased Person,1. hasNameVariant,"hasNameVariant(Ada Copeland King, ""Ada Copeland King"")",51,53,0.6145969498910675,0.0,23,38,0.4407407407407407,0.0
Ada King,hasParticipantRole,Deceased Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Ada Copeland King, ""Ada Copeland King"")",45,47,0.58005698005698,0.0,23,36,0.5246031746031746,0.0
Ada King,hasParticipantRole,Deceased Person,3. fullNameAsString,"string): fullNameAsString(Ada Copeland King, ""Ada Copeland King"")",27,28,0.3803118908382066,0.0,18,36,0.47350427350427343,0.0
